0.001 1.83187e-14
0.001999 3.10196e-13
0.002998 5.30231e-12
0.003997 1.79764e-11
0.004996 4.39017e-11
0.005995 9.09625e-11
0.006994 1.68487e-10
0.007993 2.86856e-10
0.008992 4.59489e-10
0.009991 7.03785e-10
0.01099 1.03136e-09
0.011989 1.4547e-09
0.012988 2.01643e-09
0.013987 2.71509e-09
0.014986 3.56318e-09
0.015985 4.62694e-09
0.016984 5.91188e-09
0.017983 7.3883e-09
0.018982 9.24321e-09
0.019981 1.13194e-08
0.02098 1.37938e-08
0.021979 1.66898e-08
0.022978 1.97776e-08
0.023977 2.34239e-08
0.024976 2.77059e-08
0.025975 3.26853e-08
0.026974 3.79192e-08
0.027973 4.37489e-08
0.028972 5.01398e-08
0.029971 5.788e-08
0.03097 6.62779e-08
0.031969 7.52173e-08
0.032968 8.44937e-08
0.033967 9.53981e-08
0.034966 1.08252e-07
0.035965 1.1931e-07
0.036964 1.34377e-07
0.037963 1.49289e-07
0.038962 1.66504e-07
0.039961 1.82934e-07
0.04096 2.01628e-07
0.041959 2.23005e-07
0.042958 2.47429e-07
0.043957 2.69893e-07
0.044956 2.95141e-07
0.045955 3.23612e-07
0.046954 3.55682e-07
0.047953 3.83675e-07
0.048952 4.14535e-07
0.049951 4.48787e-07
0.05095 4.86935e-07
0.051949 5.29438e-07
0.052948 5.76663e-07
0.053947 6.14596e-07
0.054946 6.7187e-07
0.055945 7.18456e-07
0.056944 7.69175e-07
0.057943 8.24597e-07
0.058942 8.85259e-07
0.059941 9.51633e-07
0.06094 9.97553e-07
0.061939 1.0758e-06
0.062938 1.16103e-06
0.063937 1.2215e-06
0.064936 1.32142e-06
0.065935 1.3934e-06
0.066934 1.46976e-06
0.067933 1.55122e-06
0.068932 1.6385e-06
0.069931 1.78439e-06
0.07093 1.88931e-06
0.071929 1.94261e-06
0.072928 2.06036e-06
0.073927 2.18727e-06
0.074926 2.32378e-06
0.075925 2.47016e-06
0.076924 2.62649e-06
0.077923 2.71172e-06
0.078922 2.88966e-06
0.079921 2.98257e-06
0.08092 3.18496e-06
0.081919 3.28932e-06
0.082918 3.51839e-06
0.083917 3.63823e-06
0.084916 3.89517e-06
0.085915 4.03456e-06
0.086914 4.17559e-06
0.087913 4.48174e-06
0.088912 4.64831e-06
0.089911 4.81946e-06
0.09091 5.17546e-06
0.091909 5.3774e-06
0.092908 5.58694e-06
0.093907 5.805e-06
0.094906 6.03253e-06
0.095905 6.27049e-06
0.096904 6.51988e-06
0.097903 6.78169e-06
0.098902 7.05689e-06
0.099901 7.34645e-06
0.1009 7.65128e-06
0.101899 7.97224e-06
0.102898 8.31012e-06
0.103897 8.6656e-06
0.104896 9.03924e-06
0.105895 9.43147e-06
0.106894 9.84252e-06
0.107893 1.02724e-05
0.108892 1.0721e-05
0.109891 1.11877e-05
0.11089 1.12506e-05
0.111889 1.17653e-05
0.112888 1.23e-05
0.113887 1.28535e-05
0.114886 1.29051e-05
0.115885 1.35191e-05
0.116884 1.41521e-05
0.117883 1.48013e-05
0.118882 1.48754e-05
0.119881 1.55969e-05
0.12088 1.63319e-05
0.121879 1.64009e-05
0.122878 1.72172e-05
0.123877 1.80419e-05
0.124876 1.81261e-05
0.125875 1.90396e-05
0.126874 1.99527e-05
0.127873 2.00772e-05
0.128872 2.10842e-05
0.129871 2.20775e-05
0.13087 2.22718e-05
0.131869 2.33603e-05
0.132868 2.35253e-05
0.133867 2.47139e-05
0.134866 2.48552e-05
0.135865 2.61478e-05
0.136864 2.62722e-05
0.137863 2.76717e-05
0.138862 2.77871e-05
0.139861 2.92948e-05
0.14086 3.07204e-05
0.141859 3.1026e-05
0.142858 3.25403e-05
0.143857 3.2873e-05
0.144856 3.30226e-05
0.145855 3.48423e-05
0.146854 3.50282e-05
0.147853 3.69386e-05
0.148852 3.71755e-05
0.149851 3.91639e-05
0.15085 3.94679e-05
0.151849 4.15175e-05
0.152848 4.19059e-05
0.153847 4.39946e-05
0.154846 4.4486e-05
0.155845 4.47698e-05
0.156844 4.72001e-05
0.157843 4.76073e-05
0.158842 5.00345e-05
0.159841 5.05869e-05
0.16084 5.0919e-05
0.161839 5.36895e-05
0.162838 5.41924e-05
0.163837 5.44623e-05
0.164836 5.75865e-05
0.165835 5.80559e-05
0.166834 6.1066e-05
0.167833 6.17617e-05
0.168832 6.22178e-05
0.169831 6.55343e-05
0.17083 6.62506e-05
0.171829 6.67176e-05
0.172828 7.03212e-05
0.173827 7.10855e-05
0.174826 7.15923e-05
0.175825 7.54499e-05
0.176824 7.6294e-05
0.177823 7.68739e-05
0.178822 8.09356e-05
0.179821 8.18956e-05
0.18082 8.25861e-05
0.181819 8.67826e-05
0.182818 8.78988e-05
0.183817 8.87419e-05
0.184816 8.92943e-05
0.185815 9.4297e-05
0.186814 9.5339e-05
0.187813 9.60885e-05
0.188812 0.000101065
0.189811 0.000102356
0.19081 0.000103355
0.191809 0.000104043
0.192808 0.000109746
0.193807 0.00011105
0.194806 0.000112047
0.195805 0.000112716
0.196804 0.000119103
0.197803 0.000120468
0.198802 0.000121513
0.199801 0.000122216
0.2008 0.000129202
0.201799 0.000130687
0.202798 0.00013184
0.203797 0.00013264
0.204796 0.000140091
0.205795 0.000141765
0.206794 0.000143097
0.207793 0.000144067
0.208792 0.000151787
0.209791 0.000153727
0.21079 0.00015532
0.211789 0.000156544
0.212788 0.000164267
0.213787 0.00016656
0.214786 0.000168503
0.215785 0.000170077
0.216784 0.000171258
0.217783 0.000180188
0.218782 0.000182582
0.219781 0.000184608
