-1	0.0384615
-0.96	0.0415973
-0.92	0.0451264
-0.88	0.0491159
-0.84	0.0536481
-0.8	0.0588235
-0.76	0.0647668
-0.72	0.0716332
-0.68	0.0796178
-0.64	0.088968
-0.6	0.1
-0.56	0.113122
-0.52	0.128866
-0.48	0.147929
-0.44	0.171233
-0.4	0.2
-0.36	0.235849
-0.32	0.280899
-0.28	0.337838
-0.24	0.409836
-0.2	0.5
-0.16	0.609756
-0.12	0.735294
-0.08	0.862069
-0.04	0.961538
3.46945e-16	1
0.04	0.961538
0.08	0.862069
0.12	0.735294
0.16	0.609756
0.2	0.5
0.24	0.409836
0.28	0.337838
0.32	0.280899
0.36	0.235849
0.4	0.2
0.44	0.171233
0.48	0.147929
0.52	0.128866
0.56	0.113122
0.6	0.1
0.64	0.088968
0.68	0.0796178
0.72	0.0716332
0.76	0.0647668
0.8	0.0588235
0.84	0.0536481
0.88	0.0491159
0.92	0.0451264
0.96	0.0415973
