inf inf inf nan
1 0.141593 1.14159 0.00594833
0.5 1.64159 0.00825932 1.72394e-05
0.333333 2.14159 0.259541 6.20794e-07
0.25 1.45042 2.40261e-05 1.07469e-07
0.2 1.08271 0.146665 2.81956e-08
0.166667 0.859611 8.72654e-07 9.44664e-09
0.142857 0.711191 0.10204 3.74693e-09
0.125 0.60579 1.51131e-07 1.68175e-09
0.111111 0.527257 0.0781892 8.29598e-10
0.1 0.466564 3.96506e-08 4.40895e-10
0.0909091 0.418294 0.0633609 2.48878e-10
0.0833333 0.379011 1.32844e-08 1.47658e-10
0.0769231 0.346431 0.0532544 9.1346e-11
0.0714286 0.318981 5.26914e-09 5.85572e-11
0.0666667 0.295543 0.0459259 3.87077e-11
0.0625 0.2753 2.36497e-09 2.62808e-11
0.0588235 0.257643 0.0403691 1.82672e-11
0.0555556 0.242107 1.16662e-09 1.29639e-11
0.0526316 0.228334 0.0360111 9.3725e-12
0.05 0.216039 6.20008e-10 6.8896e-12
0.047619 0.204997 0.0325019 5.14078e-12
0.0454545 0.195027 3.49984e-10 3.88978e-12
0.0434783 0.18598 0.0296156 2.97806e-12
0.0416667 0.177733 2.07645e-10 2.30616e-12
0.04 0.170186 0.0272 1.80655e-12
0.0384615 0.163252 1.28455e-10 1.42686e-12
0.037037 0.156861 0.0251486 1.13864e-12
0.0357143 0.15095 8.23466e-11 9.14824e-13
0.0344828 0.145468 0.0233849 7.41185e-13
0.0333333 0.14037 5.44329e-11 6.05294e-13
0.0322581 0.135617 0.0218522 4.9738e-13
0.03125 0.131174 3.69571e-11 4.10783e-13
0.030303 0.127014 0.0205081 3.41061e-13
0.0294118 0.123109 2.56879e-11 2.85105e-13
0.0285714 0.119436 0.0193197 2.39808e-13
0.0277778 0.115976 1.82299e-11 2.01617e-13
0.027027 0.112711 0.0182615 1.71863e-13
0.0263158 0.109625 1.31797e-11 1.46105e-13
0.025641 0.106703 0.0173132 1.25677e-13
0.025 0.103932 9.68736e-12 1.08358e-13
0.0243902 0.101302 0.0164585 9.28146e-14
0.0238095 0.0988014 7.22933e-12 8.12683e-14
0.0232558 0.0964212 0.0156842 6.9722e-14
0.0227273 0.094153 5.4694e-12 6.12843e-14
0.0222222 0.091989 0.0149794 5.37348e-14
0.0217391 0.0899222 4.18776e-12 4.75175e-14
0.0212766 0.0879461 0.0143353 4.13003e-14
0.0208333 0.086055 3.24363e-12 3.59712e-14
0.0204082 0.0842435 0.0137443 3.06422e-14
0.02 0.0825066 2.53975e-12 2.84217e-14
0.0196078 0.0808399 0.0132001 2.4869e-14
0.0192308 0.0792392 2.00684e-12 2.22045e-14
0.0188679 0.0777006 0.0126973 1.82077e-14
0.0185185 0.0762206 1.60005e-12 1.68754e-14
0.0181818 0.0747959 0.0122314 1.59872e-14
0.0178571 0.0734234 1.28697e-12 1.19904e-14
0.0175439 0.0721004 0.0117985 1.37668e-14
0.0172414 0.0708243 1.04228e-12 1.19904e-14
0.0169492 0.0695925 0.0113952 1.15463e-14
0.0166667 0.0684028 8.51763e-13 9.76996e-15
0.0163934 0.067253 0.0110185 8.88178e-15
0.016129 0.0661413 6.98108e-13 7.10543e-15
0.015873 0.0650658 0.010666 6.21725e-15
0.015625 0.0640246 5.78204e-13 7.10543e-15
0.0153846 0.0630162 0.0103353 4.88498e-15
0.0151515 0.0620391 4.8006e-13 5.32907e-15
0.0149254 0.0610918 0.0100245 4.88498e-15
0.0147059 0.060173 4.01457e-13 4.44089e-15
0.0144928 0.0592815 0.00973185 5.32907e-15
0.0142857 0.0584159 3.37064e-13 4.88498e-15
0.0140845 0.0575753 0.0094558 4.44089e-15
0.0138889 0.0567585 2.84661e-13 2.22045e-15
0.0136986 0.0559646 0.00919497 2.22045e-15
0.0135135 0.0551925 2.41585e-13 2.22045e-15
0.0133333 0.0544415 0.00894815 2.22045e-15
0.0131579 0.0537106 2.06946e-13 2.22045e-15
0.012987 0.0529991 0.00871423 2.66454e-15
0.0128205 0.0523062 1.75415e-13 1.33227e-15
0.0126582 0.0516311 0.00849223 3.55271e-15
0.0125 0.0509733 1.5099e-13 2.22045e-15
0.0123457 0.050332 0.00828126 1.33227e-15
0.0121951 0.0497067 1.2923e-13 1.77636e-15
0.0120482 0.0490967 0.00808051 1.77636e-15
0.0119048 0.0485014 1.12355e-13 2.22045e-15
0.0117647 0.0479205 0.00788927 1.33227e-15
0.0116279 0.0473533 9.76996e-14 1.33227e-15
0.0114943 0.0467993 0.00770687 1.77636e-15
0.0113636 0.0462582 8.43769e-14 8.88178e-16
0.011236 0.0457294 0.00753272 1.77636e-15
0.0111111 0.0452126 7.50511e-14 1.33227e-15
0.010989 0.0447074 0.00736626 1.33227e-15
0.0108696 0.0442133 6.57252e-14 4.44089e-16
0.0107527 0.04373 0.007207 1.77636e-15
0.0106383 0.0432571 5.72875e-14 1.33227e-15
0.0105263 0.0427944 0.00705448 1.77636e-15
0.0104167 0.0423414 5.06262e-14 2.66454e-15
0.0103093 0.041898 0.00690828 1.77636e-15
0.0102041 0.0414637 4.44089e-14 4.44089e-16
0.010101 0.0410384 0.00676802 1.77636e-15
0.01 0.0406217 3.86358e-14 8.88178e-16
0.00990099 0.0402133 0.00663334 0
0.00980392 0.0398131 3.41949e-14 8.88178e-16
0.00970874 0.0394208 0.00650391 0
0.00961538 0.0390361 3.01981e-14 1.33227e-15
0.00952381 0.0386589 0.00637944 4.44089e-16
0.00943396 0.0382889 2.93099e-14 4.44089e-16
0.00934579 0.0379259 0.00625964 1.33227e-15
0.00925926 0.0375697 2.4869e-14 8.88178e-16
0.00917431 0.0372201 0.00614426 8.88178e-16
0.00909091 0.036877 2.22045e-14 1.33227e-15
0.00900901 0.0365402 0.00603306 2.22045e-15
0.00892857 0.0362094 2.04281e-14 1.33227e-15
0.00884956 0.0358846 0.00592581 1.77636e-15
0.00877193 0.0355656 1.86517e-14 4.44089e-16
0.00869565 0.0352522 0.00582231 8.88178e-16
0.00862069 0.0349442 1.64313e-14 4.44089e-16
0.00854701 0.0346416 0.00572236 4.44089e-16
0.00847458 0.0343442 1.5099e-14 1.33227e-15
0.00840336 0.0340519 0.00562578 2.22045e-15
0.00833333 0.0337645 1.28786e-14 8.88178e-16
0.00826446 0.0334819 0.00553241 1.77636e-15
0.00819672 0.033204 1.11022e-14 1.33227e-15
0.00813008 0.0329306 0.00544209 0
0.00806452 0.0326617 1.15463e-14 4.44089e-16
0.008 0.0323972 0.00535467 2.22045e-15
0.00793651 0.032137 8.43769e-15 1.33227e-15
0.00787402 0.0318808 0.00527001 1.77636e-15
0.0078125 0.0316288 9.76996e-15 0
0.00775194 0.0313807 0.00518799 1.33227e-15
0.00769231 0.0311364 9.32587e-15 2.22045e-15
0.00763359 0.0308959 0.00510848 4.44089e-16
0.00757576 0.0306591 7.10543e-15 0
0.0075188 0.0304259 0.00503138 1.77636e-15
0.00746269 0.0301963 6.21725e-15 4.44089e-16
0.00740741 0.02997 0.00495656 1.33227e-15
0.00735294 0.0297472 6.21725e-15 1.77636e-15
0.00729927 0.0295276 0.00488394 1.33227e-15
0.00724638 0.0293112 7.54952e-15 4.44089e-16
0.00719424 0.029098 0.00481342 8.88178e-16
0.00714286 0.0288879 7.10543e-15 8.88178e-16
0.0070922 0.0286808 0.0047449 0
0.00704225 0.0284766 5.32907e-15 8.88178e-16
0.00699301 0.0282753 0.00467831 2.22045e-15
0.00694444 0.0280768 5.77316e-15 1.77636e-15
0.00689655 0.0278811 0.00461356 1.77636e-15
0.00684932 0.0276882 4.44089e-15 8.88178e-16
0.00680272 0.0274978 0.00455057 8.88178e-16
0.00675676 0.0273101 4.44089e-15 4.44089e-16
0.00671141 0.0271249 0.00448929 8.88178e-16
0.00666667 0.0269422 4.88498e-15 1.33227e-15
0.00662252 0.026762 0.00442963 1.77636e-15
0.00657895 0.0265841 2.66454e-15 8.88178e-16
0.00653595 0.0264086 0.00437154 0
0.00649351 0.0262354 2.66454e-15 1.77636e-15
0.00645161 0.0260645 0.00431495 1.33227e-15
0.00641026 0.0258957 3.55271e-15 1.77636e-15
0.00636943 0.0257292 0.00425981 0
0.00632911 0.0255647 3.9968e-15 0
0.00628931 0.0254024 0.00420606 4.44089e-16
0.00625 0.0252421 2.66454e-15 4.44089e-16
0.00621118 0.0250838 0.00415365 8.88178e-16
0.00617284 0.0249275 3.55271e-15 4.44089e-16
0.00613497 0.0247731 0.00410253 1.33227e-15
0.00609756 0.0246207 8.88178e-16 0
0.00606061 0.02447 0.00405265 8.88178e-16
0.0060241 0.0243213 8.88178e-16 8.88178e-16
0.00598802 0.0241743 0.00400397 8.88178e-16
0.00595238 0.0240291 1.77636e-15 2.22045e-15
0.00591716 0.0238856 0.00395644 2.22045e-15
0.00588235 0.0237438 3.10862e-15 1.33227e-15
0.00584795 0.0236037 0.00391003 2.66454e-15
0.00581395 0.0234652 8.88178e-16 4.44089e-16
0.00578035 0.0233284 0.0038647 8.88178e-16
0.00574713 0.0231931 3.10862e-15 4.44089e-16
0.00571429 0.0230594 0.00382041 4.44089e-16
0.00568182 0.0229273 2.66454e-15 8.88178e-16
0.00564972 0.0227966 0.00377712 4.44089e-16
0.00561798 0.0226674 8.88178e-16 8.88178e-16
0.00558659 0.0225397 0.0037348 2.22045e-15
0.00555556 0.0224134 1.33227e-15 0
0.00552486 0.0222885 0.00369342 1.33227e-15
0.00549451 0.022165 1.77636e-15 4.44089e-16
0.00546448 0.0220429 0.00365294 1.77636e-15
0.00543478 0.0219221 8.88178e-16 4.44089e-16
0.00540541 0.0218026 0.00361334 2.22045e-15
0.00537634 0.0216844 1.33227e-15 1.77636e-15
0.00534759 0.0215675 0.00357459 4.44089e-16
0.00531915 0.0214518 1.33227e-15 0
0.00529101 0.0213374 0.00353667 4.44089e-16
0.00526316 0.0212242 4.44089e-16 1.33227e-15
0.0052356 0.0211122 0.00349954 4.44089e-16
0.00520833 0.0210013 4.44089e-16 1.33227e-15
0.00518135 0.0208916 0.00346318 0
0.00515464 0.0207831 0 4.44089e-16
0.00512821 0.0206757 0.00342757 0
0.00510204 0.0205694 8.88178e-16 4.44089e-16
0.00507614 0.0204641 0.00339268 4.44089e-16
0.00505051 0.02036 3.10862e-15 4.44089e-16
0.00502513 0.0202569 0.0033585 3.55271e-15
0.005 0.0201548 1.77636e-15 0
0.00497512 0.0200537 0.003325 0
0.0049505 0.0199537 4.44089e-16 1.77636e-15
0.00492611 0.0198547 0.00329216 4.44089e-16
0.00490196 0.0197566 0 0
0.00487805 0.0196595 0.00325996 8.88178e-16
0.00485437 0.0195634 1.77636e-15 4.44089e-16
0.00483092 0.0194682 0.00322839 8.88178e-16
0.00480769 0.0193739 1.77636e-15 1.33227e-15
0.00478469 0.0192805 0.00319742 4.44089e-16
0.0047619 0.019188 2.22045e-15 2.22045e-15
0.00473934 0.0190964 0.00316704 0
0.00471698 0.0190057 4.44089e-16 1.77636e-15
0.00469484 0.0189158 0.00313724 0
0.0046729 0.0188268 0 4.44089e-16
0.00465116 0.0187386 0.00310799 0
0.00462963 0.0186512 8.88178e-16 0
0.00460829 0.0185646 0.00307928 1.33227e-15
0.00458716 0.0184789 0 8.88178e-16
0.00456621 0.0183939 0.00305109 4.44089e-16
0.00454545 0.0183097 8.88178e-16 2.66454e-15
0.00452489 0.0182263 0.00302342 8.88178e-16
0.0045045 0.0181436 1.33227e-15 1.77636e-15
0.0044843 0.0180617 0.00299624 2.22045e-15
0.00446429 0.0179805 1.33227e-15 4.44089e-16
0.00444444 0.0179 0.00296955 1.33227e-15
0.00442478 0.0178203 4.44089e-16 0
0.00440529 0.0177412 0.00294333 1.33227e-15
0.00438596 0.0176629 2.22045e-15 1.77636e-15
0.00436681 0.0175853 0.00291756 2.22045e-15
0.00434783 0.0175083 1.77636e-15 4.44089e-16
0.004329 0.017432 0.00289225 4.44089e-16
0.00431034 0.0173564 8.88178e-16 0
0.00429185 0.0172814 0.00286737 1.33227e-15
0.0042735 0.017207 1.33227e-15 1.33227e-15
0.00425532 0.0171333 0.00284292 8.88178e-16
0.00423729 0.0170603 1.33227e-15 2.66454e-15
0.00421941 0.0169878 0.00281887 1.33227e-15
0.00420168 0.016916 8.88178e-16 1.77636e-15
0.0041841 0.0168447 0.00279524 4.44089e-16
0.00416667 0.0167741 4.44089e-16 0
0.00414938 0.016704 0.00277199 4.44089e-16
0.00413223 0.0166346 1.33227e-15 8.88178e-16
0.00411523 0.0165657 0.00274913 4.44089e-16
0.00409836 0.0164974 3.10862e-15 1.33227e-15
0.00408163 0.0164296 0.00272664 4.44089e-16
0.00406504 0.0163624 2.66454e-15 4.44089e-16
0.00404858 0.0162957 0.00270452 4.44089e-16
0.00403226 0.0162296 1.77636e-15 2.66454e-15
0.00401606 0.016164 0.00268275 0
0.004 0.016099 1.77636e-15 1.77636e-15
0.00398406 0.0160345 0.00266133 8.88178e-16
0.00396825 0.0159704 4.44089e-16 1.33227e-15
0.00395257 0.0159069 0.00264025 8.88178e-16
0.00393701 0.0158439 4.44089e-16 0
0.00392157 0.0157814 0.00261951 3.10862e-15
0.00390625 0.0157194 4.44089e-16 2.66454e-15
0.00389105 0.0156579 0.00259908 8.88178e-16
0.00387597 0.0155968 8.88178e-16 8.88178e-16
0.003861 0.0155362 0.00257897 0
0.00384615 0.0154761 8.88178e-16 1.33227e-15
0.00383142 0.0154165 0.00255917 1.33227e-15
0.00381679 0.0153573 8.88178e-16 2.22045e-15
0.00380228 0.0152986 0.00253967 0
0.00378788 0.0152403 2.66454e-15 2.66454e-15
0.00377358 0.0151824 0.00252047 4.44089e-16
0.0037594 0.015125 4.44089e-16 1.33227e-15
0.00374532 0.015068 0.00250155 1.77636e-15
0.00373134 0.0150115 4.44089e-16 4.44089e-16
