0	1	0	0	-1	0	0	0	0	0	0	0.15	-0.15	0	-0.15	0.15	0	0	0
0.01	0.999981	0.00149999	-0.00149999	-0.999981	-0.00149999	0.00149999	0	0	0	-0.00375004	0.149997	-0.149997	0.00375004	-0.149997	0.149997	0	0	0
0.02	0.999925	0.00299992	-0.00299992	-0.999925	-0.00299992	0.00299992	0	0	0	-0.00750031	0.149989	-0.149989	0.00750031	-0.149989	0.149989	0	0	0
0.03	0.999831	0.00449975	-0.00449975	-0.999831	-0.00449975	0.00449975	0	0	0	-0.011251	0.149975	-0.149975	0.011251	-0.149975	0.149975	0	0	0
0.04	0.9997	0.0059994	-0.0059994	-0.9997	-0.0059994	0.0059994	0	0	0	-0.0150025	0.149955	-0.149955	0.0150025	-0.149955	0.149955	0	0	0
0.05	0.999531	0.00749883	-0.00749883	-0.999531	-0.00749883	0.00749883	0	0	0	-0.0187548	0.14993	-0.14993	0.0187548	-0.14993	0.14993	0	0	0
0.06	0.999325	0.00899797	-0.00899797	-0.999325	-0.00899797	0.00899797	0	0	0	-0.0225083	0.149899	-0.149899	0.0225083	-0.149899	0.149899	0	0	0
0.07	0.999081	0.0104968	-0.0104968	-0.999081	-0.0104968	0.0104968	0	0	0	-0.0262632	0.149862	-0.149862	0.0262632	-0.149862	0.149862	0	0	0
0.08	0.9988	0.0119952	-0.0119952	-0.9988	-0.0119952	0.0119952	0	0	0	-0.0300197	0.14982	-0.14982	0.0300197	-0.14982	0.14982	0	0	0
0.09	0.998481	0.0134932	-0.0134932	-0.998481	-0.0134932	0.0134932	0	0	0	-0.0337781	0.149772	-0.149772	0.0337781	-0.149772	0.149772	0	0	0
0.1	0.998124	0.0149906	-0.0149906	-0.998124	-0.0149906	0.0149906	0	0	0	-0.0375385	0.149718	-0.149718	0.0375385	-0.149718	0.149718	0	0	0
0.11	0.99773	0.0164875	-0.0164875	-0.99773	-0.0164875	0.0164875	0	0	0	-0.0413013	0.149659	-0.149659	0.0413013	-0.149659	0.149659	0	0	0
0.12	0.997298	0.0179838	-0.0179838	-0.997298	-0.0179838	0.0179838	0	0	0	-0.0450666	0.149594	-0.149594	0.0450666	-0.149594	0.149594	0	0	0
0.13	0.996829	0.0194794	-0.0194794	-0.996829	-0.0194794	0.0194794	0	0	0	-0.0488347	0.149523	-0.149523	0.0488347	-0.149523	0.149523	0	0	0
0.14	0.996321	0.0209742	-0.0209742	-0.996321	-0.0209742	0.0209742	0	0	0	-0.0526058	0.149446	-0.149446	0.0526058	-0.149446	0.149446	0	0	0
0.15	0.995776	0.0224683	-0.0224683	-0.995776	-0.0224683	0.0224683	0	0	0	-0.0563802	0.149364	-0.149364	0.0563802	-0.149364	0.149364	0	0	0
0.16	0.995194	0.0239615	-0.0239615	-0.995194	-0.0239615	0.0239615	0	0	0	-0.0601581	0.149276	-0.149276	0.0601581	-0.149276	0.149276	0	0	0
0.17	0.994573	0.0254538	-0.0254538	-0.994573	-0.0254538	0.0254538	0	0	0	-0.0639398	0.149182	-0.149182	0.0639398	-0.149182	0.149182	0	0	0
0.18	0.993915	0.0269451	-0.0269451	-0.993915	-0.0269451	0.0269451	0	0	0	-0.0677254	0.149082	-0.149082	0.0677254	-0.149082	0.149082	0	0	0
0.19	0.993219	0.0284354	-0.0284354	-0.993219	-0.0284354	0.0284354	0	0	0	-0.0715153	0.148977	-0.148977	0.0715153	-0.148977	0.148977	0	0	0
0.2	0.992485	0.0299246	-0.0299246	-0.992485	-0.0299246	0.0299246	0	0	0	-0.0753096	0.148865	-0.148865	0.0753096	-0.148865	0.148865	0	0	0
0.21	0.991712	0.0314127	-0.0314127	-0.991712	-0.0314127	0.0314127	0	0	0	-0.0791086	0.148748	-0.148748	0.0791086	-0.148748	0.148748	0	0	0
0.22	0.990902	0.0328995	-0.0328995	-0.990902	-0.0328995	0.0328995	0	0	0	-0.0829126	0.148624	-0.148624	0.0829126	-0.148624	0.148624	0	0	0
0.23	0.990054	0.0343851	-0.0343851	-0.990054	-0.0343851	0.0343851	0	0	0	-0.0867219	0.148495	-0.148495	0.0867219	-0.148495	0.148495	0	0	0
0.24	0.989168	0.0358694	-0.0358694	-0.989168	-0.0358694	0.0358694	0	0	0	-0.0905366	0.14836	-0.14836	0.0905366	-0.14836	0.14836	0	0	0
0.25	0.988243	0.0373523	-0.0373523	-0.988243	-0.0373523	0.0373523	0	0	0	-0.094357	0.148218	-0.148218	0.094357	-0.148218	0.148218	0	0	0
0.26	0.987281	0.0388338	-0.0388338	-0.987281	-0.0388338	0.0388338	0	0	0	-0.0981834	0.148071	-0.148071	0.0981834	-0.148071	0.148071	0	0	0
0.27	0.98628	0.0403137	-0.0403137	-0.98628	-0.0403137	0.0403137	0	0	0	-0.102016	0.147917	-0.147917	0.102016	-0.147917	0.147917	0	0	0
0.28	0.98524	0.0417921	-0.0417921	-0.98524	-0.0417921	0.0417921	0	0	0	-0.105855	0.147757	-0.147757	0.105855	-0.147757	0.147757	0	0	0
0.29	0.984163	0.0432688	-0.0432688	-0.984163	-0.0432688	0.0432688	0	0	0	-0.109701	0.147591	-0.147591	0.109701	-0.147591	0.147591	0	0	0
0.3	0.983046	0.0447439	-0.0447439	-0.983046	-0.0447439	0.0447439	0	0	0	-0.113554	0.147418	-0.147418	0.113554	-0.147418	0.147418	0	0	0
0.31	0.981892	0.0462172	-0.0462172	-0.981892	-0.0462172	0.0462172	0	0	0	-0.117414	0.14724	-0.14724	0.117414	-0.14724	0.14724	0	0	0
0.32	0.980698	0.0476886	-0.0476886	-0.980698	-0.0476886	0.0476886	0	0	0	-0.121282	0.147055	-0.147055	0.121282	-0.147055	0.147055	0	0	0
0.33	0.979466	0.0491582	-0.0491582	-0.979466	-0.0491582	0.0491582	0	0	0	-0.125157	0.146863	-0.146863	0.125157	-0.146863	0.146863	0	0	0
0.34	0.978195	0.0506259	-0.0506259	-0.978195	-0.0506259	0.0506259	0	0	0	-0.129041	0.146665	-0.146665	0.129041	-0.146665	0.146665	0	0	0
0.35	0.976885	0.0520915	-0.0520915	-0.976885	-0.0520915	0.0520915	0	0	0	-0.132933	0.146461	-0.146461	0.132933	-0.146461	0.146461	0	0	0
0.36	0.975536	0.0535551	-0.0535551	-0.975536	-0.0535551	0.0535551	0	0	0	-0.136833	0.14625	-0.14625	0.136833	-0.14625	0.14625	0	0	0
0.37	0.974148	0.0550165	-0.0550165	-0.974148	-0.0550165	0.0550165	0	0	0	-0.140743	0.146032	-0.146032	0.140743	-0.146032	0.146032	0	0	0
0.38	0.972721	0.0564757	-0.0564757	-0.972721	-0.0564757	0.0564757	0	0	0	-0.144662	0.145808	-0.145808	0.144662	-0.145808	0.145808	0	0	0
0.39	0.971255	0.0579326	-0.0579326	-0.971255	-0.0579326	0.0579326	0	0	0	-0.14859	0.145576	-0.145576	0.14859	-0.145576	0.145576	0	0	0
0.4	0.969749	0.0593872	-0.0593872	-0.969749	-0.0593872	0.0593872	0	0	0	-0.152528	0.145338	-0.145338	0.152528	-0.145338	0.145338	0	0	0
0.41	0.968204	0.0608394	-0.0608394	-0.968204	-0.0608394	0.0608394	0	0	0	-0.156477	0.145093	-0.145093	0.156477	-0.145093	0.145093	0	0	0
0.42	0.96662	0.062289	-0.062289	-0.96662	-0.062289	0.062289	0	0	0	-0.160435	0.144841	-0.144841	0.160435	-0.144841	0.144841	0	0	0
0.43	0.964996	0.0637362	-0.0637362	-0.964996	-0.0637362	0.0637362	0	0	0	-0.164405	0.144582	-0.144582	0.164405	-0.144582	0.144582	0	0	0
0.44	0.963332	0.0651807	-0.0651807	-0.963332	-0.0651807	0.0651807	0	0	0	-0.168385	0.144316	-0.144316	0.168385	-0.144316	0.144316	0	0	0
0.45	0.961628	0.0666225	-0.0666225	-0.961628	-0.0666225	0.0666225	0	0	0	-0.172377	0.144043	-0.144043	0.172377	-0.144043	0.144043	0	0	0
0.46	0.959884	0.0680615	-0.0680615	-0.959884	-0.0680615	0.0680615	0	0	0	-0.17638	0.143762	-0.143762	0.17638	-0.143762	0.143762	0	0	0
0.47	0.9581	0.0694977	-0.0694977	-0.9581	-0.0694977	0.0694977	0	0	0	-0.180396	0.143474	-0.143474	0.180396	-0.143474	0.143474	0	0	0
0.48	0.956276	0.070931	-0.070931	-0.956276	-0.070931	0.070931	0	0	0	-0.184423	0.143179	-0.143179	0.184423	-0.143179	0.143179	0	0	0
0.49	0.954412	0.0723613	-0.0723613	-0.954412	-0.0723613	0.0723613	0	0	0	-0.188464	0.142876	-0.142876	0.188464	-0.142876	0.142876	0	0	0
0.5	0.952507	0.0737885	-0.0737885	-0.952507	-0.0737885	0.0737885	0	0	0	-0.192517	0.142565	-0.142565	0.192517	-0.142565	0.142565	0	0	0
0.51	0.950561	0.0752125	-0.0752125	-0.950561	-0.0752125	0.0752125	0	0	0	-0.196584	0.142247	-0.142247	0.196584	-0.142247	0.142247	0	0	0
0.52	0.948575	0.0766334	-0.0766334	-0.948575	-0.0766334	0.0766334	0	0	0	-0.200664	0.141921	-0.141921	0.200664	-0.141921	0.141921	0	0	0
0.53	0.946548	0.0780509	-0.0780509	-0.946548	-0.0780509	0.0780509	0	0	0	-0.204759	0.141586	-0.141586	0.204759	-0.141586	0.141586	0	0	0
0.54	0.94448	0.0794651	-0.0794651	-0.94448	-0.0794651	0.0794651	0	0	0	-0.208867	0.141244	-0.141244	0.208867	-0.141244	0.141244	0	0	0
0.55	0.942371	0.0808758	-0.0808758	-0.942371	-0.0808758	0.0808758	0	0	0	-0.212991	0.140894	-0.140894	0.212991	-0.140894	0.140894	0	0	0
0.56	0.94022	0.0822829	-0.0822829	-0.94022	-0.0822829	0.0822829	0	0	0	-0.21713	0.140535	-0.140535	0.21713	-0.140535	0.140535	0	0	0
