-0.999945	0.0384688	0.0384655
-0.999507	0.0384981	0.038498
-0.99863	0.0385599	0.0385631
-0.997314	0.0386577	0.0386609
-0.995562	0.0387919	0.0387919
-0.993373	0.0389597	0.0389563
-0.990748	0.0391583	0.039155
-0.987688	0.0393884	0.0393883
-0.984196	0.039654	0.0396573
-0.980271	0.0399594	0.0399627
-0.975917	0.0403058	0.0403057
-0.971134	0.040691	0.0406875
-0.965926	0.0411129	0.0411094
-0.960294	0.041573	0.0415729
-0.95424	0.0420763	0.0420798
-0.947768	0.0426283	0.0426318
-0.940881	0.0432312	0.0432312
-0.93358	0.0438839	0.0438801
-0.925871	0.0445851	0.0445813
-0.917755	0.0453374	0.0453374
-0.909236	0.0461476	0.0461515
-0.900319	0.0470231	0.0470271
-0.891007	0.0479678	0.0479679
-0.881303	0.048982	0.0489779
-0.871214	0.0500659	0.0500618
-0.860742	0.0512245	0.0512245
-0.849893	0.0524672	0.0524716
-0.838671	0.0538046	0.0538092
-0.827081	0.0552439	0.055244
-0.815128	0.056788	0.0567834
-0.802817	0.0584404	0.0584357
-0.790155	0.0602097	0.0602099
-0.777146	0.0621108	0.0621162
-0.763796	0.0641605	0.064166
-0.750111	0.0663717	0.0663719
-0.736097	0.0687533	0.0687481
-0.72176	0.0713151	0.0713104
-0.707107	0.0740741	0.0740763
-0.692143	0.0770556	0.0770656
-0.676876	0.0802886	0.0803001
-0.661312	0.0837989	0.0838049
-0.645458	0.0876084	0.087608
-0.62932	0.0917415	0.0917419
-0.612907	0.0962336	0.0962429
-0.596225	0.101133	0.101153
-0.579281	0.106497	0.106519
-0.562083	0.112379	0.112395
-0.544639	0.118834	0.118843
-0.526956	0.125922	0.125934
-0.509041	0.133724	0.133748
-0.490904	0.142344	0.14238
-0.472551	0.151903	0.151937
-0.45399	0.162531	0.162544
-0.435231	0.174363	0.174346
-0.416281	0.187554	0.187517
-0.397148	0.2023	0.202263
-0.377841	0.218844	0.218826
-0.358368	0.237471	0.237484
-0.338738	0.258492	0.258545
-0.318959	0.28224	0.282341
-0.299041	0.309084	0.309229
-0.278991	0.339455	0.33959
-0.258819	0.373845	0.373849
-0.238533	0.41277	0.412482
-0.218143	0.456692	0.455992
-0.197657	0.505933	0.504836
-0.177085	0.560593	0.559261
-0.156434	0.620427	0.619058
-0.135716	0.684655	0.683264
-0.114937	0.751668	0.749888
-0.0941083	0.818726	0.81578
-0.0732382	0.881834	0.876734
-0.052336	0.935991	0.927908
-0.0314108	0.975928	0.96452
-0.0104718	0.997182	0.982712
0.0104718	0.997182	0.980335
0.0314108	0.975928	0.957415
0.052336	0.935991	0.916091
0.0732382	0.881834	0.859983
0.0941083	0.818726	0.793146
0.114937	0.751668	0.718987
0.135716	0.684655	0.639593
0.156434	0.620427	0.555885
0.177085	0.560593	0.468705
0.197657	0.505933	0.380555
0.218143	0.456692	0.297287
0.238533	0.41277	0.22877
0.258819	0.373845	0.187651
0.278991	0.339455	0.185804
0.299041	0.309084	0.228909
0.318959	0.28224	0.310572
0.338738	0.258492	0.408168
0.358368	0.237471	0.482747
0.377841	0.218844	0.484718
0.397148	0.2023	0.36545
0.416281	0.187554	0.0928627
0.435231	0.174363	-0.332976
0.45399	0.162531	-0.869539
0.472551	0.151903	-1.43187
0.490904	0.142344	-1.90604
0.509041	0.133724	-2.17542
0.526956	0.125922	-2.15496
0.544639	0.118834	-1.82451
0.562083	0.112379	-1.25073
0.579281	0.106497	-0.588142
0.596225	0.101133	-0.0543921
0.612907	0.0962337	0.117649
0.62932	0.0917416	-0.259054
0.645458	0.0876085	-1.26789
0.661312	0.083799	-2.85215
0.676876	0.0802887	-4.8143
0.692143	0.0770558	-6.85619
0.707107	0.0740742	-8.65293
0.72176	0.0713157	-9.94109
0.736097	0.0687545	-10.5944
0.750111	0.0663729	-10.6603
0.763796	0.0641627	-10.3406
0.777146	0.0621117	-9.91522
0.790155	0.060212	-9.62955
0.802817	0.0584431	-9.57889
0.815128	0.0567916	-9.63285
0.827081	0.0552566	-9.43339
0.838671	0.0538237	-8.48126
0.849893	0.0524792	-6.29724
0.860742	0.0512543	-2.61667
0.871214	0.0500633	2.44226
0.881303	0.0490271	8.29729
0.891007	0.0480075	13.9504
0.900319	0.0471201	18.173
0.909236	0.0462139	19.7946
0.917755	0.0454196	18.0247
0.925871	0.0447302	12.7195
0.93358	0.0441722	4.51175
0.940881	0.0434876	-5.24853
0.947768	0.0427374	-14.7434
0.95424	0.0422985	-22.0777
0.960294	0.0417243	-25.7186
0.965926	0.0416989	-24.8736
0.971134	0.040644	-19.7091
0.975917	0.0405527	-11.3476
0.980271	0.0399406	-1.63733
0.984196	0.0396388	7.25432
0.987688	0.0393003	13.3289
0.990748	0.0392388	15.2114
0.993373	0.0397343	12.4645
0.995562	0.0390333	5.68958
0.997314	0.038849	-3.60805
0.99863	0.0386067	-13.3571
0.999507	0.0386142	-21.3847
0.999945	0.039567	-25.9017
