t	y1	y2
0	0	1
0.001	0.00099925	0.998501
0.002	0.001997	0.997002
0.003	0.00299326	0.995506
0.004	0.00398801	0.99401
0.005	0.00498128	0.992516
0.006	0.00597304	0.991022
0.007	0.00696332	0.989531
0.008	0.00795211	0.98804
0.009	0.0089394	0.986551
0.01	0.00992521	0.985062
0.011	0.0109095	0.983576
0.012	0.0118924	0.98209
0.013	0.0128737	0.980605
0.014	0.0138536	0.979122
0.015	0.014832	0.97764
0.016	0.0158089	0.97616
0.017	0.0167843	0.97468
0.018	0.0177582	0.973202
0.019	0.0187307	0.971725
0.02	0.0197017	0.97025
0.021	0.0206712	0.968775
0.022	0.0216392	0.967302
0.023	0.0226058	0.96583
0.024	0.0235709	0.964359
0.025	0.0245345	0.96289
0.026	0.0254967	0.961421
0.027	0.0264573	0.959954
0.028	0.0274166	0.958489
0.029	0.0283743	0.957024
0.03	0.0293306	0.955561
0.031	0.0302854	0.954099
0.032	0.0312388	0.952638
0.033	0.0321907	0.951178
0.034	0.0331412	0.94972
0.035	0.0340902	0.948263
0.036	0.0350377	0.946807
0.037	0.0359838	0.945352
0.038	0.0369284	0.943899
0.039	0.0378716	0.942447
0.04	0.0388133	0.940996
0.041	0.0397536	0.939546
0.042	0.0406924	0.938098
0.043	0.0416298	0.936651
0.044	0.0425657	0.935205
0.045	0.0435002	0.93376
0.046	0.0444332	0.932316
0.047	0.0453648	0.930874
0.048	0.046295	0.929433
0.049	0.0472237	0.927993
0.05	0.0481509	0.926555
0.051	0.0490768	0.925117
0.052	0.0500012	0.923681
0.053	0.0509241	0.922246
0.054	0.0518457	0.920813
0.055	0.0527658	0.91938
0.056	0.0536844	0.917949
0.057	0.0546017	0.916519
0.058	0.0555175	0.91509
0.059	0.0564318	0.913663
0.06	0.0573448	0.912237
0.061	0.0582563	0.910812
0.062	0.0591664	0.909388
0.063	0.0600751	0.907965
0.064	0.0609824	0.906544
0.065	0.0618882	0.905124
0.066	0.0627926	0.903705
0.067	0.0636956	0.902287
0.068	0.0645972	0.900871
0.069	0.0654973	0.899455
0.07	0.0663961	0.898041
0.071	0.0672934	0.896628
0.072	0.0681893	0.895217
0.073	0.0690839	0.893807
0.074	0.069977	0.892397
0.075	0.0708687	0.89099
0.076	0.0717589	0.889583
0.077	0.0726478	0.888177
0.078	0.0735353	0.886773
0.079	0.0744214	0.88537
0.08	0.075306	0.883968
0.081	0.0761893	0.882568
0.082	0.0770712	0.881168
0.083	0.0779516	0.87977
0.084	0.0788307	0.878373
0.085	0.0797084	0.876978
0.086	0.0805847	0.875583
0.087	0.0814596	0.87419
0.088	0.082333	0.872798
0.089	0.0832051	0.871407
0.09	0.0840759	0.870017
0.091	0.0849452	0.868629
0.092	0.0858131	0.867242
0.093	0.0866797	0.865856
0.094	0.0875448	0.864471
0.095	0.0884086	0.863088
0.096	0.089271	0.861705
0.097	0.090132	0.860324
0.098	0.0909917	0.858944
0.099	0.0918499	0.857566
0.1	0.0927068	0.856188
0.101	0.0935623	0.854812
0.102	0.0944164	0.853437
0.103	0.0952692	0.852063
0.104	0.0961205	0.85069
0.105	0.0969705	0.849319
0.106	0.0978192	0.847949
0.107	0.0986664	0.84658
0.108	0.0995123	0.845212
0.109	0.100357	0.843845
