N	Sequential	Inverted
211	0.00472773006185889244	0.00472820689901709557
212	0.00470543792471289635	0.00470591476187109947
213	0.00468338420614600182	0.00468386104330420494
214	0.00466156890615820885	0.00466204574331641197
215	0.00463999202474951744	0.00464034965261816978
216	0.00461853435263037682	0.00461901118978857994
217	0.00459731509909033775	0.00459767272695899010
218	0.00457621505483984947	0.00457669189199805260
219	0.00455535342916846275	0.00455583026632666588
220	0.00453473022207617760	0.00453508784994482994
221	0.00451422622427344322	0.00451470306143164635
222	0.00449396064504981041	0.00449431827291846275
223	0.00447381427511572838	0.00447429111227393150
224	0.00445390632376074791	0.00445438316091895103
225	0.00443411758169531822	0.00443459441885352135
226	0.00441456725820899010	0.00441504409536719322
227	0.00439513614401221275	0.00439561298117041588
228	0.00437594344839453697	0.00437642028555274010
229	0.00435686996206641197	0.00435734679922461510
230	0.00433791568502783775	0.00433839252218604088
231	0.00431919982656836510	0.00431967666372656822
232	0.00430060317739844322	0.00430108001455664635
233	0.00428212573751807213	0.00428260257467627525
234	0.00426388671621680260	0.00426436355337500572
235	0.00424576690420508385	0.00424636295065283775
236	0.00422776630148291588	0.00422836234793066978
237	0.00421000411733984947	0.00421060016378760338
238	0.00419236114248633385	0.00419295718893408775
239	0.00417483737692236900	0.00417531421408057213
240	0.00415743282064795494	0.00415802886709570885
241	0.00414026668295264244	0.00414074352011084557
242	0.00412321975454688072	0.00412369659170508385
243	0.00410629203543066978	0.00410676887258887291
244	0.00408948352560400963	0.00408996036276221275
245	0.00407279422506690025	0.00407327106222510338
246	0.00405622413381934166	0.00405682018026709557
247	0.00403989246115088463	0.00404036929830908775
248	0.00402367999777197838	0.00402415683493018150
249	0.00400758674368262291	0.00400806358084082603
250	0.00399161269888281822	0.00399197032675147057
251	0.00397575786337256432	0.00397611549124121666
252	0.00396002223715186119	0.00396037986502051353
253	0.00394440582022070885	0.00394476344808936119
254	0.00392890861257910728	0.00392926624044775963
255	0.00391353061422705650	0.00391388824209570885
256	0.00389827159233391285	0.00389862922020256519
257	0.00388313201256096363	0.00388348964042961597
258	0.00386811164207756519	0.00386846926994621754
259	0.00385321048088371754	0.00385356810875236988
260	0.00383842852897942066	0.00383878615684807301
261	0.00382376578636467457	0.00382412341423332691
262	0.00380922225303947926	0.00380957988090813160
263	0.00379479792900383472	0.00379503634758293629
264	0.00378049281425774097	0.00378073123283684254
265	0.00376630690880119801	0.00376642611809074879
266	0.00375212100334465504	0.00375235942192375660
267	0.00373805430717766285	0.00373829272575676441
268	0.00372410682030022144	0.00372446444816887379
269	0.00371027854271233082	0.00371063617058098316
270	0.00369656947441399097	0.00369680789299309254
271	0.00368297961540520191	0.00368321803398430347
272	0.00366950896568596363	0.00366974738426506519
273	0.00365603831596672535	0.00365627673454582691
274	0.00364268687553703785	0.00364304450340569019
275	0.00362945464439690113	0.00362981227226555347
276	0.00361634162254631519	0.00361669925041496754
277	0.00360334780998528004	0.00360358622856438160
278	0.00359035399742424488	0.00359071162529289722
279	0.00357747939415276051	0.00357783702202141285
280	0.00356472400017082691	0.00356508162803947926
281	0.00355208781547844410	0.00355244544334709644
282	0.00353957084007561207	0.00353980925865471363
283	0.00352705386467278004	0.00352729228325188160
284	0.00351465609855949879	0.00351489451713860035
285	0.00350237754173576832	0.00350261596031486988
286	0.00349009898491203785	0.00349045661278069019
287	0.00347793963737785816	0.00347829726524651051
288	0.00346589949913322926	0.00346625712700188160
289	0.00345397857017815113	0.00345421698875725269
290	0.00344205764122307301	0.00344241526909172535
291	0.00343025592155754566	0.00343049434013664722
292	0.00341857341118156910	0.00341881182976067066
293	0.00340689090080559254	0.00340712931938469410
294	0.00339532759971916676	0.00339556601829826832
295	0.00338388350792229176	0.00338412192650139332
296	0.00337243941612541676	0.00337267783470451832
297	0.00336111453361809254	0.00336135295219719410
298	0.00334990886040031910	0.00335014727897942066
299	0.00333870318718254566	0.00333894160576164722
300	0.00332761672325432301	0.00332773593254387379
301	0.00331653025932610035	0.00331676867790520191
302	0.00330556300468742847	0.00330580142326653004
303	0.00329471495933830738	0.00329495337791740894
304	0.00328386691398918629	0.00328410533256828785
305	0.00327313807792961597	0.00327337649650871754
306	0.00326240924187004566	0.00326264766044914722
307	0.00325179961510002613	0.00325203803367912769
308	0.00324130919761955738	0.00324154761619865894
309	0.00323081878013908863	0.00323105719871819019
310	0.00322044757194817066	0.00322068599052727222
311	0.00321007636375725269	0.00321031478233635426
312	0.00319982436485588551	0.00319994357414543629
313	0.00318957236595451832	0.00318981078453361988
314	0.00317943957634270191	0.00317967799492180347
315	0.00316930678673088551	0.00316966441459953785
316	0.00315929320640861988	0.00315953162498772144
317	0.00314939883537590504	0.00314963725395500660
318	0.00313950446434319019	0.00313974288292229176
319	0.00312972930260002613	0.00312984851188957691
320	0.00311995414085686207	0.00312007335014641285
321	0.00311029818840324879	0.00311041739769279957
322	0.00310064223594963551	0.00310076144523918629
323	0.00309110549278557301	0.00309122470207512379
324	0.00308156874962151051	0.00308168795891106129
325	0.00307215121574699879	0.00307215121574699879
326	0.00306273368187248707	0.00306285289116203785
327	0.00305343535728752613	0.00305343535728752613
328	0.00304413703270256519	0.00304413703270256519
329	0.00303495791740715504	0.00303495791740715504
330	0.00302577880211174488	0.00302577880211174488
331	0.00301659968681633472	0.00301659968681633472
332	0.00300753978081047535	0.00300753978081047535
333	0.00299847987480461597	0.00299847987480461597
334	0.00298953917808830738	0.00298953917808830738
335	0.00298059848137199879	0.00298059848137199879
336	0.00297177699394524097	0.00297177699394524097
337	0.00296295550651848316	0.00296295550651848316
338	0.00295425322838127613	0.00295425322838127613
339	0.00294555095024406910	0.00294555095024406910
340	0.00293684867210686207	0.00293684867210686207
341	0.00292826560325920582	0.00292826560325920582
342	0.00291968253441154957	0.00291968253441154957
343	0.00291121867485344410	0.00291121867485344410
344	0.00290275481529533863	0.00290275481529533863
345	0.00289441016502678394	0.00289441016502678394
346	0.00288606551475822926	0.00288606551475822926
347	0.00287772086448967457	0.00287772086448967457
348	0.00286949542351067066	0.00286949542351067066
349	0.00286126998253166676	0.00286126998253166676
350	0.00285316375084221363	0.00285304454155266285
351	0.00284505751915276051	0.00284493830986320972
352	0.00283695128746330738	0.00283683207817375660
353	0.00282896426506340504	0.00282884505577385426
354	0.00282097724266350269	0.00282085803337395191
355	0.00281299022026360035	0.00281299022026360035
356	0.00280512240715324879	0.00280512240715324879
357	0.00279725459404289722	0.00279725459404289722
358	0.00278950599022209644	0.00278938678093254566
359	0.00278175738640129566	0.00278163817711174488
360	0.00277400878258049488	0.00277388957329094410
361	0.00276637938804924488	0.00276626017875969410
362	0.00275874999351799488	0.00275863078422844410
363	0.00275112059898674488	0.00275100138969719410
364	0.00274361041374504566	0.00274349120445549488
365	0.00273610022850334644	0.00273598101921379566
366	0.00272859004326164722	0.00272859004326164722
367	0.00272119906730949879	0.00272107985801994801
368	0.00271380809135735035	0.00271368888206779957
369	0.00270641711540520191	0.00270641711540520191
370	0.00269914534874260426	0.00269902613945305347
371	0.00269187358208000660	0.00269187358208000660
372	0.00268460181541740894	0.00268460181541740894
373	0.00267744925804436207	0.00267733004875481129
374	0.00267029670067131519	0.00267017749138176441
375	0.00266314414329826832	0.00266314414329826832
376	0.00265611079521477222	0.00265611079521477222
377	0.00264907744713127613	0.00264895823784172535
378	0.00264204409904778004	0.00264204409904778004
379	0.00263512996025383472	0.00263512996025383472
380	0.00262821582145988941	0.00262809661217033863
381	0.00262130168266594410	0.00262130168266594410
382	0.00261450675316154957	0.00261438754387199879
383	0.00260771182365715504	0.00260759261436760426
384	0.00260091689415276051	0.00260079768486320972
385	0.00259412196464836597	0.00259412196464836597
386	0.00258744624443352222	0.00258732703514397144
387	0.00258077052421867847	0.00258065131492912769
388	0.00257409480400383472	0.00257409480400383472
389	0.00256753829307854176	0.00256741908378899097
390	0.00256098178215324879	0.00256086257286369801
391	0.00255442527122795582	0.00255430606193840504
392	0.00254786876030266285	0.00254774955101311207
393	0.00254143145866692066	0.00254131224937736988
394	0.00253499415703117847	0.00253487494774162769
395	0.00252855685539543629	0.00252843764610588551
396	0.00252223876304924488	0.00252211955375969410
397	0.00251592067070305347	0.00251568225212395191
398	0.00250960257835686207	0.00250948336906731129
399	0.00250328448601067066	0.00250316527672111988
400	0.00249708560295403004	0.00249684718437492847
401	0.00249088671989738941	0.00249064830131828785
402	0.00248468783684074879	0.00248444941826164722
403	0.00247848895378410816	0.00247836974449455738
404	0.00247240928001701832	0.00247217086143791676
405	0.00246632960624992847	0.00246609118767082691
406	0.00246024993248283863	0.00246001151390373707
407	0.00245417025871574879	0.00245405104942619801
408	0.00244820979423820972	0.00244797137565910816
409	0.00244224932976067066	0.00244201091118156910
410	0.00243628886528313160	0.00243605044670403004
411	0.00243032840080559254	0.00243008998222649097
412	0.00242448714561760426	0.00242424872703850269
413	0.00241864589042961597	0.00241840747185051441
414	0.00241280463524162769	0.00241256621666252613
415	0.00240696338005363941	0.00240672496147453785
416	0.00240124133415520191	0.00240100291557610035
417	0.00239551928825676441	0.00239528086967766285
418	0.00238979724235832691	0.00238955882377922535
419	0.00238407519645988941	0.00238383677788078785
420	0.00237835315056145191	0.00237811473198235035
421	0.00237275031395256519	0.00237251189537346363
422	0.00236714747734367847	0.00236690905876457691
423	0.00236154464073479176	0.00236130622215569019
424	0.00235594180412590504	0.00235570338554680347
425	0.00235045817680656910	0.00235021975822746754
426	0.00234497454948723316	0.00234473613090813160
427	0.00233949092216789722	0.00233925250358879566
428	0.00233400729484856129	0.00233376887626945972
429	0.00232852366752922535	0.00232828524895012379
430	0.00232315924949944019	0.00232292083092033863
431	0.00231779483146965504	0.00231755641289055347
432	0.00231243041343986988	0.00231219199486076832
433	0.00230706599541008472	0.00230682757683098316
434	0.00230170157738029957	0.00230158236809074879
435	0.00229645636864006519	0.00229621795006096363
436	0.00229121115989983082	0.00229097274132072926
437	0.00228596595115959644	0.00228572753258049488
438	0.00228072074241936207	0.00228048232384026051
439	0.00227547553367912769	0.00227535632438957691
440	0.00227034953422844410	0.00227011111564934254
441	0.00226522353477776051	0.00226498511619865894
442	0.00226009753532707691	0.00225985911674797535
443	0.00225497153587639332	0.00225485232658684254
444	0.00224984553642570972	0.00224972632713615894
445	0.00224483874626457691	0.00224471953697502613
446	0.00223983195610344410	0.00223959353752434254
447	0.00223482516594231129	0.00223458674736320972
448	0.00222981837578117847	0.00222969916649162769
449	0.00222481158562004566	0.00222469237633049488
450	0.00221992400474846363	0.00221980479545891285
451	0.00221503642387688160	0.00221479800529778004
452	0.00221014884300529957	0.00221002963371574879
453	0.00220526126213371754	0.00220502284355461597
454	0.00220037368126213551	0.00220025447197258472
455	0.00219548610039055347	0.00219536689110100269
456	0.00219071772880852222	0.00219059851951897144
457	0.00218594935722649097	0.00218583014793694019
458	0.00218118098564445972	0.00218106177635490894
459	0.00217641261406242847	0.00217629340477287769
460	0.00217164424248039722	0.00217164424248039722
461	0.00216699508018791676	0.00216687587089836597
462	0.00216234591789543629	0.00216210749931633472
463	0.00215769675560295582	0.00215757754631340504
464	0.00215304759331047535	0.00215280917473137379
465	0.00214839843101799488	0.00214827922172844410
466	0.00214374926872551441	0.00214363005943596363
467	0.00213921931572258472	0.00213898089714348316
468	0.00213468936271965504	0.00213445094414055347
469	0.00213015940971672535	0.00212992099113762379
470	0.00212562945671379566	0.00212539103813469410
471	0.00212109950371086597	0.00212086108513176441
472	0.00211656955070793629	0.00211645034141838551
473	0.00211215880699455738	0.00211192038841545582
474	0.00210774806328117847	0.00210750964470207691
475	0.00210333731956779957	0.00210309890098869801
476	0.00209892657585442066	0.00209868815727531910
477	0.00209451583214104176	0.00209427741356194019
478	0.00209010508842766285	0.00208986666984856129
479	0.00208569434471428394	0.00208557513542473316
480	0.00208140281029045582	0.00208116439171135426
481	0.00207711127586662769	0.00207687285728752613
482	0.00207281974144279957	0.00207258132286369801
483	0.00206852820701897144	0.00206828978843986988
484	0.00206423667259514332	0.00206399825401604176
485	0.00205994513817131519	0.00205970671959221363
486	0.00205565360374748707	0.00205553439445793629
487	0.00205148127861320972	0.00205124286003410816
488	0.00204730895347893238	0.00204707053489983082
489	0.00204313662834465504	0.00204289820976555347
490	0.00203896430321037769	0.00203872588463127613
491	0.00203479197807610035	0.00203455355949699879
492	0.00203061965294182301	0.00203050044365227222
493	0.00202644732780754566	0.00202632811851799488
494	0.00202239421196281910	0.00202227500267326832
495	0.00201834109611809254	0.00201822188682854176
496	0.00201428798027336597	0.00201404956169426441
497	0.00201023486442863941	0.00200999644584953785
498	0.00200618174858391285	0.00200606253929436207
499	0.00200212863273918629	0.00200200942344963551
500	0.00199807551689445972	0.00199807551689445972
501	0.00199414161033928394	0.00199402240104973316
502	0.00199020770378410816	0.00199008849449455738
503	0.00198627379722893238	0.00198615458793938160
504	0.00198233989067375660	0.00198222068138420582
505	0.00197840598411858082	0.00197828677482903004
506	0.00197447207756340504	0.00197435286827385426
507	0.00197053817100822926	0.00197041896171867847
508	0.00196660426445305347	0.00196660426445305347
509	0.00196278956718742847	0.00196278956718742847
510	0.00195897486992180347	0.00195885566063225269
511	0.00195516017265617847	0.00195504096336662769
512	0.00195134547539055347	0.00195122626610100269
513	0.00194753077812492847	0.00194741156883537769
514	0.00194371608085930347	0.00194371608085930347
515	0.00193990138359367847	0.00193990138359367847
516	0.00193608668632805347	0.00193608668632805347
517	0.00193239119835197926	0.00193239119835197926
518	0.00192869571037590504	0.00192869571037590504
519	0.00192500022239983082	0.00192488101311028004
520	0.00192130473442375660	0.00192130473442375660
521	0.00191760924644768238	0.00191760924644768238
522	0.00191391375847160816	0.00191391375847160816
523	0.00191021827049553394	0.00191021827049553394
524	0.00190652278251945972	0.00190664199180901051
525	0.00190294650383293629	0.00190294650383293629
526	0.00189937022514641285	0.00189937022514641285
527	0.00189579394645988941	0.00189579394645988941
528	0.00189221766777336597	0.00189221766777336597
529	0.00188864138908684254	0.00188864138908684254
530	0.00188506511040031910	0.00188506511040031910
531	0.00188148883171379566	0.00188148883171379566
532	0.00187791255302727222	0.00187791255302727222
533	0.00187433627434074879	0.00187445548363029957
534	0.00187087920494377613	0.00187099841423332691
535	0.00186742213554680347	0.00186742213554680347
536	0.00186396506614983082	0.00186396506614983082
537	0.00186050799675285816	0.00186050799675285816
538	0.00185705092735588551	0.00185705092735588551
539	0.00185359385795891285	0.00185359385795891285
540	0.00185013678856194019	0.00185013678856194019
541	0.00184667971916496754	0.00184667971916496754
542	0.00184322264976799488	0.00184334185905754566
543	0.00183988478966057301	0.00184000399895012379
544	0.00183654692955315113	0.00183654692955315113
545	0.00183320906944572926	0.00183320906944572926
546	0.00182987120933830738	0.00182987120933830738
547	0.00182653334923088551	0.00182653334923088551
548	0.00182319548912346363	0.00182319548912346363
549	0.00181985762901604176	0.00181985762901604176
550	0.00181651976890861988	0.00181651976890861988
551	0.00181318190880119801	0.00181330111809074879
552	0.00180984404869377613	0.00180996325798332691
553	0.00180662539787590504	0.00180674460716545582
554	0.00180340674705803394	0.00180340674705803394
555	0.00180018809624016285	0.00180018809624016285
556	0.00179696944542229176	0.00179696944542229176
557	0.00179375079460442066	0.00179375079460442066
558	0.00179053214378654957	0.00179053214378654957
559	0.00178731349296867847	0.00178731349296867847
560	0.00178409484215080738	0.00178421405144035816
561	0.00178087619133293629	0.00178099540062248707
562	0.00177765754051506519	0.00177777674980461597
563	0.00177455809898674488	0.00177467730827629566
564	0.00177145865745842457	0.00177145865745842457
565	0.00176835921593010426	0.00176835921593010426
566	0.00176525977440178394	0.00176525977440178394
567	0.00176216033287346363	0.00176216033287346363
568	0.00175906089134514332	0.00175906089134514332
569	0.00175596144981682301	0.00175596144981682301
570	0.00175286200828850269	0.00175286200828850269
571	0.00174976256676018238	0.00174976256676018238
572	0.00174666312523186207	0.00174678233452141285
573	0.00174356368370354176	0.00174368289299309254
574	0.00174058345146477222	0.00174070266075432301
575	0.00173760321922600269	0.00173760321922600269
576	0.00173462298698723316	0.00173462298698723316
577	0.00173164275474846363	0.00173164275474846363
578	0.00172866252250969410	0.00172866252250969410
579	0.00172568229027092457	0.00172568229027092457
580	0.00172270205803215504	0.00172270205803215504
581	0.00171972182579338551	0.00171972182579338551
582	0.00171674159355461597	0.00171674159355461597
583	0.00171376136131584644	0.00171388057060539722
584	0.00171078112907707691	0.00171090033836662769
585	0.00170780089683830738	0.00170792010612785816
586	0.00170493987388908863	0.00170505908317863941
587	0.00170207885093986988	0.00170219806022942066
588	0.00169921782799065113	0.00169921782799065113
589	0.00169635680504143238	0.00169635680504143238
590	0.00169349578209221363	0.00169349578209221363
591	0.00169063475914299488	0.00169063475914299488
592	0.00168777373619377613	0.00168777373619377613
593	0.00168491271324455738	0.00168491271324455738
594	0.00168205169029533863	0.00168217089958488941
595	0.00167919066734611988	0.00167930987663567066
596	0.00167632964439690113	0.00167644885368645191
597	0.00167346862144768238	0.00167358783073723316
598	0.00167072680778801441	0.00167084601707756519
599	0.00166798499412834644	0.00166810420341789722
600	0.00166524318046867847	0.00166524318046867847
601	0.00166250136680901051	0.00166250136680901051
602	0.00165975955314934254	0.00165975955314934254
603	0.00165701773948967457	0.00165701773948967457
604	0.00165427592583000660	0.00165427592583000660
605	0.00165153411217033863	0.00165153411217033863
606	0.00164879229851067066	0.00164879229851067066
607	0.00164605048485100269	0.00164616969414055347
608	0.00164330867119133472	0.00164342788048088551
609	0.00164056685753166676	0.00164068606682121754
610	0.00163782504387199879	0.00163806346245110035
611	0.00163520243950188160	0.00163532164879143238
612	0.00163257983513176441	0.00163269904442131519
613	0.00162995723076164722	0.00162995723076164722
614	0.00162733462639153004	0.00162733462639153004
615	0.00162471202202141285	0.00162471202202141285
616	0.00162208941765129566	0.00162208941765129566
617	0.00161946681328117847	0.00161946681328117847
618	0.00161684420891106129	0.00161684420891106129
619	0.00161422160454094410	0.00161422160454094410
620	0.00161159900017082691	0.00161159900017082691
621	0.00160897639580070972	0.00160897639580070972
622	0.00160635379143059254	0.00160647300072014332
623	0.00160373118706047535	0.00160385039635002613
624	0.00160110858269035816	0.00160134700126945972
625	0.00159860518760979176	0.00159872439689934254
626	0.00159610179252922535	0.00159622100181877613
627	0.00159359839744865894	0.00159371760673820972
628	0.00159109500236809254	0.00159109500236809254
629	0.00158859160728752613	0.00158859160728752613
630	0.00158608821220695972	0.00158608821220695972
631	0.00158358481712639332	0.00158358481712639332
632	0.00158108142204582691	0.00158108142204582691
633	0.00157857802696526051	0.00157857802696526051
634	0.00157607463188469410	0.00157607463188469410
