0.001 0.0027241
0.001999 0.00544445
0.002998 0.00816817
0.003997 0.0108726
0.004996 0.013621
0.005995 0.0164407
0.006994 0.0190407
0.007993 0.0219677
0.008992 0.0247428
0.009991 0.0271572
0.01099 0.0298587
0.011989 0.033114
0.012988 0.0352548
0.013987 0.0379493
0.014986 0.0413435
0.015985 0.0437817
0.016984 0.0462574
0.017983 0.0500607
0.018982 0.0516511
0.019981 0.0550096
0.02098 0.0574336
0.021979 0.0594008
0.022978 0.0640559
0.023977 0.0672729
0.024976 0.0692031
0.025975 0.0700431
0.026974 0.0736155
0.027973 0.077256
0.028972 0.0813891
0.029971 0.0820954
0.03097 0.0837098
0.031969 0.0868294
0.032968 0.0921032
0.033967 0.094504
0.034966 0.0937263
0.035965 0.102458
0.036964 0.1021
0.037963 0.105747
0.038962 0.106686
0.039961 0.112787
0.04096 0.116573
0.041959 0.117851
0.042958 0.116392
0.043957 0.121942
0.044956 0.125315
0.045955 0.12634
0.046954 0.124822
0.047953 0.132615
0.048952 0.138585
0.049951 0.142611
0.05095 0.144558
0.051949 0.144273
0.052948 0.141583
0.053947 0.151845
0.054946 0.144552
0.055945 0.151218
0.056944 0.156203
0.057943 0.159407
0.058942 0.160718
0.059941 0.160012
0.06094 0.177354
0.061939 0.173062
0.062938 0.166369
0.063937 0.179678
0.064936 0.168691
0.065935 0.17909
0.066934 0.18825
0.067933 0.196111
0.068932 0.20261
0.069931 0.180357
0.07093 0.183055
0.071929 0.213228
0.072928 0.213543
0.073927 0.212097
0.074926 0.20879
0.075925 0.203518
0.076924 0.196172
0.077923 0.22165
0.078922 0.211065
0.079921 0.235017
0.08092 0.220902
0.081919 0.243179
0.082918 0.225202
0.083917 0.24564
0.084916 0.22343
0.085915 0.241837
0.086914 0.259571
0.087913 0.231142
0.088912 0.246554
0.089911 0.261195
0.09091 0.225703
0.091909 0.237664
0.092908 0.248736
0.093907 0.258882
0.094906 0.268065
0.095905 0.276246
0.096904 0.283387
0.097903 0.289447
0.098902 0.294383
0.099901 0.298152
0.1009 0.300705
0.101899 0.301995
0.102898 0.30197
0.103897 0.300576
0.104896 0.297757
0.105895 0.293458
0.106894 0.287617
0.107893 0.280177
0.108892 0.271077
0.109891 0.260258
0.11089 0.326016
0.111889 0.313493
0.112888 0.299084
0.113887 0.282728
0.114886 0.3493
0.115885 0.330989
0.116884 0.31054
0.117883 0.287896
0.118882 0.355191
0.119881 0.330272
0.12088 0.302955
0.121879 0.370864
0.122878 0.34105
0.123877 0.308631
0.124876 0.3771
0.125875 0.341924
0.126874 0.303941
0.127873 0.372893
0.128872 0.331858
0.129871 0.287846
0.13087 0.357144
0.131869 0.309759
0.132868 0.379607
0.133867 0.328699
0.134866 0.399055
0.135865 0.34446
0.136864 0.415289
0.137863 0.356828
0.138862 0.428103
0.139861 0.365584
0.14086 0.299281
0.141859 0.3705
0.142858 0.299789
0.143857 0.371339
0.144856 0.4438
0.145855 0.367854
0.146854 0.440643
0.147853 0.35979
0.148852 0.432856
0.149851 0.346889
0.15085 0.420166
0.151849 0.328893
0.152848 0.402293
0.153847 0.305547
0.154846 0.378961
0.155845 0.453443
0.156844 0.349903
0.157843 0.424406
0.158842 0.314872
0.159841 0.38924
0.16084 0.464711
0.161839 0.347695
0.162838 0.423017
0.163837 0.499364
0.164836 0.374518
0.165835 0.450695
0.166834 0.319022
0.167833 0.394774
0.168832 0.471719
0.169831 0.331441
0.17083 0.407882
0.171829 0.485512
0.172828 0.336223
0.173827 0.413242
0.174826 0.49147
0.175825 0.332761
0.176824 0.410234
0.177823 0.488961
0.178822 0.320437
0.179821 0.398223
0.18082 0.477329
0.181819 0.298637
0.182818 0.376565
0.183817 0.455899
0.184816 0.53644
0.185815 0.344628
0.186814 0.424001
0.187813 0.504697
0.188812 0.301809
0.189811 0.380985
0.19081 0.461616
0.191809 0.543518
0.192808 0.326258
0.193807 0.406547
0.194806 0.488265
0.195805 0.571233
0.196804 0.338926
0.197803 0.420129
0.198802 0.502765
0.199801 0.586662
0.2008 0.338611
0.201799 0.420518
0.202798 0.50389
0.203797 0.588563
0.204796 0.324104
0.205795 0.406477
0.206794 0.490373
