0 0.369641 1.44419
1 0.463038 0.148438
2 0.301965 0.180885
3 0.217664 0.513913
4 0.202083 0.0860317
5 0.0634359 0.280246
6 0.020915 0.0833367
7 0.0285012 0.0403873
8 0.00240506 0.000624647
9 0.00413349 0.0446789
10 0.00389752 0.0118744
11 0.0048722 0.00827267
12 0.00320427 0.00621345
13 0.000297939 0.00257509
14 0.000668301 0.000933161
15 0.000966681 0.000230482
16 0.000365666 0.00193414
17 0.000163508 0.000836804
18 7.36874e-05 0.000110624
19 3.40742e-05 6.78474e-05
20 3.87616e-05 0.00015774
21 1.12078e-05 0.000113966
22 4.54076e-06 1.70999e-05
23 1.10936e-05 4.7202e-06
24 9.13947e-06 5.42952e-06
25 3.58626e-06 7.88411e-05
26 2.09465e-06 2.03754e-06
27 8.97772e-07 7.13181e-07
28 1.5398e-07 4.08708e-07
29 1.78543e-07 1.98621e-07
30 2.59624e-07 1.72928e-07
31 1.25641e-07 7.85193e-08
32 1.17097e-07 7.68695e-08
33 1.03504e-07 1.20793e-07
34 7.20979e-08 5.37284e-08
35 4.24717e-09 1.72972e-08
36 8.22236e-09 3.46883e-09
37 2.57091e-09 8.62125e-09
38 2.32739e-09 1.36241e-09
39 5.53254e-09 3.35255e-08
40 2.38193e-09 1.31231e-09
