-1	0.0384615	0.0384615
-0.986667	1.9876e+06	0.218545
-0.973333	555696	0.104786
-0.96	0.0415973	0.0415973
-0.946667	-56462.1	0.0322045
-0.933333	-19875.9	0.0392353
-0.92	0.0451264	0.0451263
-0.906667	2869.19	0.0474622
-0.893333	1162.94	0.0482687
-0.88	0.0491159	0.0491161
-0.866667	-212.957	0.0504074
-0.853333	-95.6391	0.0519844
-0.84	0.0536481	0.0536481
-0.826667	21.0907	0.0553263
-0.813333	10.3132	0.0570382
-0.8	0.0588235	0.0588234
-0.786667	-2.55677	0.0607047
-0.773333	-1.3041	0.0626863
-0.76	0.0647668	0.0647667
-0.746667	0.463123	0.0669468
-0.733333	0.288774	0.069233
-0.72	0.0716332	0.0716342
-0.706667	0.00299714	0.0741599
-0.693333	0.0352461	0.0768187
-0.68	0.0796178	0.0796189
-0.666667	0.0974644	0.0825699
-0.653333	0.0948089	0.0856822
-0.64	0.088968	0.0889678
-0.626667	0.0888573	0.0924399
-0.613333	0.093819	0.0961121
-0.6	0.1	0.0999994
-0.586667	0.105098	0.104118
-0.573333	0.109139	0.108485
-0.56	0.113122	0.113121
-0.546667	0.117747	0.118047
-0.533333	0.123079	0.123287
-0.52	0.128866	0.128867
-0.506667	0.134915	0.134814
-0.493333	0.141229	0.141159
-0.48	0.147929	0.147933
-0.466667	0.155133	0.155175
-0.453333	0.162896	0.162926
-0.44	0.171233	0.171232
-0.426667	0.180161	0.180144
-0.413333	0.189726	0.189718
-0.4	0.2	0.200012
-0.386667	0.211062	0.21109
-0.373333	0.222987	0.223022
-0.36	0.235849	0.235882
-0.346667	0.249726	0.249754
-0.333333	0.264709	0.264729
-0.32	0.280899	0.280909
-0.306667	0.298406	0.298403
-0.293333	0.317347	0.317331
-0.28	0.337838	0.337815
-0.266667	0.360001	0.359984
-0.253333	0.38396	0.383964
-0.24	0.409836	0.409872
-0.226667	0.437742	0.43782
-0.213333	0.467775	0.467896
-0.2	0.5	0.500163
-0.186667	0.534442	0.534642
-0.173333	0.571066	0.571298
-0.16	0.609756	0.610012
-0.146667	0.650289	0.650562
-0.133333	0.692307	0.692593
-0.12	0.735294	0.735588
-0.106667	0.778547	0.778852
-0.0933333	0.821168	0.821502
-0.08	0.862069	0.862473
-0.0666667	0.9	0.900549
-0.0533333	0.93361	0.934415
-0.04	0.961538	0.962737
-0.0266667	0.982533	0.984257
-0.0133333	0.995575	0.997899
-1.36349e-15	1	1.00289
0.0133333	0.995575	0.998838
0.0266667	0.982533	0.985827
0.04	0.961538	0.964424
0.0533333	0.93361	0.935667
0.0666667	0.9	0.90098
0.08	0.862069	0.862049
0.0933333	0.821168	0.820642
0.106667	0.778547	0.778424
0.12	0.735294	0.736769
0.133333	0.692307	0.69661
0.146667	0.650288	0.658352
0.16	0.609756	0.621877
0.173333	0.571067	0.586641
0.186667	0.534443	0.551866
0.2	0.5	0.516803
0.213333	0.467774	0.481016
0.226667	0.437741	0.444646
0.24	0.409836	0.408573
0.253333	0.383962	0.374428
0.266667	0.360003	0.344403
0.28	0.337838	0.320842
0.293333	0.317344	0.30564
0.306667	0.298403	0.299519
0.32	0.280899	0.301307
0.333333	0.264714	0.30738
0.346667	0.249733	0.31145
0.36	0.235849	0.304876
0.373333	0.222976	0.277615
0.386667	0.211048	0.219849
0.4	0.2	0.124174
0.413333	0.189751	-0.0119114
0.426667	0.180195	-0.183673
0.44	0.171233	-0.377533
0.453333	0.162832	-0.570859
0.466667	0.155043	-0.733756
0.48	0.147929	-0.833283
0.493333	0.141413	-0.840116
0.506667	0.135183	-0.737137
0.52	0.128866	-0.528705
0.533333	0.122489	-0.248645
0.546667	0.116856	0.0356163
0.56	0.113121	0.225617
0.573333	0.111255	0.20367
0.586667	0.108428	-0.144683
0.6	0.0999971	-0.898292
0.613333	0.0852023	-2.06188
0.626667	0.0746929	-3.52896
0.64	0.0889608	-5.05755
0.653333	0.134874	-6.27283
0.666667	0.16653	-6.71093
0.68	0.0795748	-5.91391
0.693333	-0.180915	-3.57592
0.706667	-0.389622	0.276541
0.72	0.0714713	5.10925
0.733333	1.66069	9.77266
0.746667	3.1074	12.5407
0.76	0.0641187	11.3703
0.773333	-11.7978	4.41443
0.786667	-24.2113	-9.27186
0.8	0.057271	-29.04
0.813333	109.991	-52.348
0.826667	244.273	-75.3365
0.84	0.0450709	-94.637
0.853333	-1328.09	-110.143
0.866667	-3270.66	-127.08
0.88	0.0231127	-153.531
0.893333	22576.4	-187.669
0.906667	64022.8	-191.005
0.92	-0.0672053	-60.3542
0.933333	-628021	334.173
0.946667	-2.24271e+06	832.782
0.96	-0.54933	-163.154
0.973333	4.46462e+07	-8975.56
0.986667	3.2118e+08	-44923.7
1	1.58522e+09	-159531
