t	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18
0	1	0	0	-1	0	0	0	0	0	0	0.4	0	0	-0.8	0.7	0	-0.8	0.7
0.01	0.999975	0.00399991	5.24996e-08	-0.99996	-0.00799996	0.00699998	5.99985e-05	-0.00799968	0.00699981	-0.00499984	0.399973	1.57495e-05	0.00799994	-0.799988	0.699993	0.0119994	-0.799904	0.699944
0.02	0.9999	0.00799928	4.19971e-07	-0.99984	-0.0159997	0.0139998	0.000239977	-0.0159974	0.0139985	-0.00999871	0.399892	6.29925e-05	0.0159995	-0.799952	0.699972	0.0239953	-0.799616	0.699776
0.03	0.999775	0.0119976	1.41727e-06	-0.99964	-0.0239989	0.0209994	0.000539882	-0.0239914	0.020995	-0.0149956	0.399757	0.000141712	0.0239983	-0.799892	0.699937	0.0359842	-0.799136	0.699496
0.04	0.9996	0.0159942	3.35904e-06	-0.99936	-0.0319974	0.0279985	0.000959626	-0.0319795	0.0279881	-0.0199897	0.399568	0.00025188	0.031996	-0.799808	0.699888	0.0479627	-0.798465	0.699105
0.05	0.999375	0.0199888	6.55958e-06	-0.999	-0.039995	0.0349971	0.00149909	-0.03996	0.0349767	-0.0249798	0.399326	0.000393458	0.0399921	-0.7997	0.699825	0.0599271	-0.797602	0.698601
0.06	0.999101	0.0239806	1.13327e-05	-0.99856	-0.0479914	0.041995	0.00215811	-0.0479309	0.0419597	-0.0299651	0.399029	0.000566395	0.0479864	-0.799568	0.699748	0.0718741	-0.796549	0.697987
0.07	0.998776	0.0279692	1.79918e-05	-0.99804	-0.0559863	0.048992	0.0029365	-0.0558904	0.048936	-0.0349446	0.398679	0.000770629	0.0559784	-0.799411	0.699656	0.0838001	-0.795305	0.697261
0.08	0.998402	0.031954	2.68494e-05	-0.997441	-0.0639795	0.055988	0.00383403	-0.0638364	0.0559046	-0.0399174	0.398275	0.00100609	0.0639677	-0.799231	0.699551	0.0957018	-0.793871	0.696425
0.09	0.997978	0.0359345	3.82174e-05	-0.996761	-0.0719708	0.062983	0.00485044	-0.0717671	0.0628642	-0.0448825	0.397818	0.00127269	0.0719541	-0.799026	0.699432	0.107576	-0.792247	0.695478
0.1	0.997504	0.0399102	5.24068e-05	-0.996002	-0.0799599	0.0699766	0.00598544	-0.0796807	0.0698137	-0.0498389	0.397308	0.00157035	0.0799371	-0.798796	0.699298	0.119419	-0.790436	0.694421
0.11	0.996981	0.0438805	6.97275e-05	-0.995162	-0.0879466	0.0769689	0.0072387	-0.0875752	0.0767522	-0.0547858	0.396745	0.00189895	0.0879163	-0.798543	0.69915	0.131227	-0.788436	0.693254
0.12	0.996408	0.0478449	9.04885e-05	-0.994243	-0.0959307	0.0839596	0.00860985	-0.0954488	0.0836785	-0.0597222	0.396128	0.00225838	0.0958914	-0.798264	0.698988	0.142997	-0.78625	0.691979
0.13	0.995786	0.0518029	0.000114997	-0.993244	-0.103912	0.0909486	0.0100985	-0.1033	0.0905914	-0.0646472	0.39546	0.00264852	0.103862	-0.797962	0.698811	0.154727	-0.783877	0.690595
0.14	0.995115	0.0557539	0.000143561	-0.992166	-0.11189	0.0979357	0.0117042	-0.111126	0.09749	-0.0695598	0.394738	0.00306923	0.111828	-0.797634	0.69862	0.166411	-0.78132	0.689103
0.15	0.994395	0.0596975	0.000176483	-0.991008	-0.119864	0.104921	0.0134266	-0.118925	0.104373	-0.0744593	0.393965	0.00352037	0.119789	-0.797282	0.698414	0.178049	-0.778579	0.687504
0.16	0.993626	0.063633	0.000214069	-0.98977	-0.127835	0.111904	0.015265	-0.126697	0.11124	-0.0793447	0.39314	0.00400179	0.127744	-0.796904	0.698194	0.189635	-0.775655	0.685799
0.17	0.992808	0.0675601	0.00025662	-0.988453	-0.135802	0.118885	0.0172191	-0.134438	0.118089	-0.0842151	0.392263	0.00451333	0.135693	-0.796502	0.697959	0.201167	-0.77255	0.683987
0.18	0.991942	0.0714781	0.000304436	-0.987056	-0.143765	0.125863	0.0192882	-0.142147	0.124919	-0.0890696	0.391335	0.00505482	0.143636	-0.796074	0.69771	0.212643	-0.769264	0.682071
0.19	0.991027	0.0753866	0.000357815	-0.98558	-0.151724	0.132839	0.0214718	-0.149823	0.13173	-0.0939075	0.390355	0.00562607	0.151572	-0.795621	0.697446	0.224058	-0.7658	0.68005
0.2	0.990064	0.079285	0.000417056	-0.984025	-0.159678	0.139812	0.0237691	-0.157462	0.13852	-0.0987279	0.389325	0.00622689	0.159502	-0.795143	0.697167	0.23541	-0.762159	0.677926
0.21	0.989053	0.0831729	0.000482451	-0.98239	-0.167627	0.146782	0.0261797	-0.165065	0.145288	-0.10353	0.388245	0.00685711	0.167424	-0.794638	0.696872	0.246696	-0.758341	0.675699
0.22	0.987993	0.0870498	0.000554295	-0.980677	-0.17557	0.153749	0.0287028	-0.172629	0.152033	-0.108313	0.387115	0.0075165	0.175339	-0.794108	0.696563	0.257913	-0.75435	0.673371
0.23	0.986886	0.0909151	0.000632878	-0.978884	-0.183509	0.160713	0.0313377	-0.180152	0.158755	-0.113076	0.385935	0.00820487	0.183246	-0.793552	0.696239	0.269058	-0.750186	0.670942
0.24	0.985732	0.0947683	0.000718488	-0.977012	-0.191441	0.167674	0.0340837	-0.187632	0.165452	-0.117818	0.384705	0.00892199	0.191144	-0.79297	0.695899	0.280128	-0.745851	0.668413
0.25	0.98453	0.098609	0.000811413	-0.975061	-0.199368	0.174631	0.03694	-0.195068	0.172123	-0.122539	0.383427	0.00966764	0.199035	-0.792361	0.695544	0.291121	-0.741346	0.665785
0.26	0.983281	0.102437	0.000911935	-0.973031	-0.207288	0.181585	0.0399059	-0.202458	0.178767	-0.127238	0.3821	0.0104416	0.206916	-0.791726	0.695174	0.302034	-0.736674	0.66306
0.27	0.981986	0.106251	0.00102034	-0.970922	-0.215202	0.188535	0.0429805	-0.209801	0.185384	-0.131913	0.380725	0.0112436	0.214788	-0.791064	0.694788	0.312865	-0.731836	0.660238
0.28	0.980643	0.110051	0.0011369	-0.968735	-0.22311	0.195481	0.0461629	-0.217094	0.191972	-0.136565	0.379303	0.0120735	0.222651	-0.790376	0.694386	0.32361	-0.726835	0.65732
0.29	0.979254	0.113837	0.0012619	-0.96647	-0.23101	0.202422	0.0494524	-0.224337	0.19853	-0.141193	0.377833	0.0129309	0.230504	-0.78966	0.693968	0.334267	-0.721671	0.654308
0.3	0.977819	0.117608	0.00139561	-0.964125	-0.238903	0.20936	0.052848	-0.231527	0.205058	-0.145795	0.376316	0.0138157	0.238347	-0.788916	0.693535	0.344835	-0.716348	0.651203
0.31	0.976338	0.121363	0.0015383	-0.961703	-0.246788	0.216293	0.0563488	-0.238664	0.211554	-0.150372	0.374753	0.0147275	0.246179	-0.788146	0.693085	0.35531	-0.710866	0.648005
0.32	0.974812	0.125102	0.00169025	-0.959202	-0.254666	0.223222	0.0599538	-0.245744	0.218017	-0.154923	0.373144	0.0156661	0.254002	-0.787347	0.692619	0.36569	-0.705228	0.644716
0.33	0.97324	0.128826	0.00185171	-0.956623	-0.262535	0.230145	0.0636622	-0.252768	0.224448	-0.159446	0.371489	0.0166313	0.261813	-0.786521	0.692137	0.375973	-0.699436	0.641338
0.34	0.971623	0.132532	0.00202296	-0.953965	-0.270396	0.237064	0.067473	-0.259732	0.230844	-0.163942	0.369789	0.0176228	0.269613	-0.785666	0.691638	0.386157	-0.693492	0.63787
0.35	0.969961	0.136221	0.00220426	-0.95123	-0.278248	0.243978	0.071385	-0.266637	0.237205	-0.16841	0.368045	0.0186403	0.277401	-0.784783	0.691123	0.396239	-0.687398	0.634315
0.36	0.968255	0.139893	0.00239586	-0.948417	-0.286091	0.250887	0.0753974	-0.27348	0.24353	-0.172849	0.366257	0.0196836	0.285178	-0.783871	0.690591	0.406219	-0.681156	0.630674
0.37	0.966504	0.143546	0.00259801	-0.945527	-0.293926	0.25779	0.079509	-0.28026	0.249818	-0.177259	0.364425	0.0207523	0.292943	-0.78293	0.690043	0.416092	-0.674768	0.626948
0.38	0.96471	0.147181	0.00281099	-0.942559	-0.30175	0.264687	0.0837189	-0.286975	0.256069	-0.181639	0.362549	0.0218462	0.300696	-0.78196	0.689477	0.425859	-0.668237	0.623138
0.39	0.962872	0.150797	0.00303502	-0.939513	-0.309565	0.271579	0.0880259	-0.293624	0.262281	-0.185988	0.360631	0.0229651	0.308436	-0.780961	0.688894	0.435517	-0.661564	0.619246
0.4	0.96099	0.154394	0.00327037	-0.93639	-0.317369	0.278465	0.0924289	-0.300206	0.268453	-0.190307	0.358671	0.0241086	0.316164	-0.779932	0.688294	0.445063	-0.654752	0.615272
0.41	0.959066	0.15797	0.00351727	-0.93319	-0.325163	0.285345	0.0969267	-0.306718	0.274586	-0.194594	0.356669	0.0252764	0.323878	-0.778874	0.687676	0.454497	-0.647803	0.611218
0.42	0.957099	0.161527	0.00377598	-0.929912	-0.332946	0.292219	0.101518	-0.313161	0.280677	-0.198849	0.354626	0.0264683	0.33158	-0.777785	0.687041	0.463817	-0.640718	0.607086
0.43	0.955089	0.165063	0.00404672	-0.926558	-0.340719	0.299086	0.106203	-0.319532	0.286727	-0.203072	0.352542	0.027684	0.339267	-0.776666	0.686388	0.473021	-0.633501	0.602876
0.44	0.953037	0.168578	0.00432974	-0.923127	-0.34848	0.305946	0.110978	-0.325831	0.292735	-0.207262	0.350417	0.0289233	0.346942	-0.775516	0.685718	0.482108	-0.626153	0.598589
0.45	0.950944	0.172071	0.00462526	-0.919619	-0.356229	0.3128	0.115844	-0.332055	0.298699	-0.211419	0.348253	0.0301857	0.354602	-0.774336	0.685029	0.491075	-0.618676	0.594228
0.46	0.948809	0.175543	0.00493353	-0.916035	-0.363966	0.319647	0.1208	-0.338204	0.304619	-0.215543	0.346049	0.0314712	0.362248	-0.773124	0.684322	0.499923	-0.611074	0.589793
0.47	0.946633	0.178992	0.00525476	-0.912375	-0.371691	0.326487	0.125843	-0.344276	0.310494	-0.219632	0.343807	0.0327793	0.369879	-0.771881	0.683597	0.508648	-0.603347	0.585286
0.48	0.944416	0.182419	0.00558919	-0.908638	-0.379404	0.333319	0.130972	-0.35027	0.316324	-0.223687	0.341526	0.0341098	0.377496	-0.770607	0.682854	0.517251	-0.595498	0.580707
0.49	0.942159	0.185822	0.00593703	-0.904825	-0.387103	0.340144	0.136187	-0.356186	0.322108	-0.227707	0.339207	0.0354624	0.385098	-0.769301	0.682092	0.52573	-0.587529	0.576058
0.5	0.939862	0.189203	0.00629851	-0.900936	-0.39479	0.346961	0.141486	-0.36202	0.327845	-0.231692	0.336851	0.0368369	0.392685	-0.767962	0.681311	0.534083	-0.579442	0.571341
0.51	0.937526	0.192559	0.00667384	-0.896971	-0.402463	0.35377	0.146868	-0.367774	0.333535	-0.235642	0.334458	0.0382329	0.400257	-0.766591	0.680512	0.54231	-0.57124	0.566557
0.52	0.93515	0.195892	0.00706324	-0.892931	-0.410121	0.360571	0.152332	-0.373445	0.339176	-0.239555	0.332028	0.0396503	0.407813	-0.765188	0.679693	0.550409	-0.562924	0.561706
0.53	0.932735	0.1992	0.00746692	-0.888815	-0.417766	0.367364	0.157876	-0.379032	0.344769	-0.243433	0.329562	0.0410887	0.415353	-0.763752	0.678855	0.55838	-0.554497	0.55679
0.54	0.930281	0.202483	0.00788508	-0.884624	-0.425396	0.374148	0.163499	-0.384534	0.350312	-0.247274	0.327061	0.0425479	0.422877	-0.762283	0.677998	0.566221	-0.54596	0.55181
0.55	0.927789	0.205741	0.00831794	-0.880357	-0.433012	0.380924	0.1692	-0.389951	0.355805	-0.251079	0.324524	0.0440275	0.430385	-0.76078	0.677122	0.573931	-0.537317	0.546768
0.56	0.92526	0.208973	0.0087657	-0.876016	-0.440612	0.38769	0.174977	-0.39528	0.361247	-0.254847	0.321953	0.0455275	0.437876	-0.759244	0.676226	0.581511	-0.528568	0.541665
0.57	0.922692	0.21218	0.00922856	-0.8716	-0.448196	0.394448	0.18083	-0.400522	0.366638	-0.258577	0.319347	0.0470474	0.44535	-0.757674	0.67531	0.588957	-0.519716	0.536501
0.58	0.920088	0.21536	0.00970671	-0.867109	-0.455765	0.401196	0.186756	-0.405674	0.371977	-0.26227	0.316708	0.048587	0.452808	-0.75607	0.674374	0.596271	-0.510762	0.531278
0.59	0.917447	0.218514	0.0102004	-0.862544	-0.463318	0.407935	0.192755	-0.410737	0.377263	-0.265925	0.314035	0.0501461	0.460248	-0.754431	0.673418	0.603452	-0.50171	0.525997
0.6	0.91477	0.221641	0.0107097	-0.857904	-0.470854	0.414665	0.198825	-0.415708	0.382497	-0.269542	0.31133	0.0517244	0.467671	-0.752758	0.672442	0.610497	-0.49256	0.52066
0.61	0.912057	0.22474	0.0112349	-0.85319	-0.478373	0.421384	0.204964	-0.420588	0.387676	-0.273121	0.308591	0.0533218	0.475076	-0.75105	0.671446	0.617408	-0.483315	0.515267
0.62	0.909308	0.227812	0.0117762	-0.848403	-0.485875	0.428094	0.211172	-0.425374	0.392802	-0.276662	0.305821	0.0549379	0.482463	-0.749307	0.670429	0.624183	-0.473976	0.509819
0.63	0.906523	0.230856	0.0123337	-0.843541	-0.493359	0.434793	0.217448	-0.430067	0.397872	-0.280164	0.303019	0.0565724	0.489833	-0.747529	0.669392	0.630822	-0.464546	0.504319
0.64	0.903704	0.233873	0.0129077	-0.838606	-0.500825	0.441481	0.223788	-0.434665	0.402888	-0.283627	0.300185	0.0582253	0.497183	-0.745715	0.668334	0.637324	-0.455026	0.498765
0.65	0.900851	0.23686	0.0134983	-0.833598	-0.508273	0.448159	0.230194	-0.439167	0.407848	-0.287051	0.297321	0.0598962	0.504515	-0.743865	0.667254	0.643688	-0.445418	0.493161
0.66	0.897964	0.239819	0.0141057	-0.828516	-0.515702	0.454826	0.236662	-0.443573	0.412751	-0.290436	0.294426	0.061585	0.511828	-0.741979	0.666154	0.649915	-0.435724	0.487506
0.67	0.895042	0.242748	0.0147301	-0.823361	-0.523112	0.461482	0.243191	-0.447881	0.417597	-0.293781	0.291501	0.0632913	0.519122	-0.740057	0.665033	0.656003	-0.425946	0.481802
0.68	0.892088	0.245649	0.0153716	-0.818133	-0.530503	0.468127	0.249781	-0.452092	0.422387	-0.297087	0.288546	0.065015	0.526397	-0.738098	0.663891	0.661952	-0.416085	0.476049
0.69	0.889101	0.248519	0.0160304	-0.812833	-0.537874	0.47476	0.25643	-0.456203	0.427118	-0.300354	0.285561	0.0667559	0.533652	-0.736103	0.662726	0.667763	-0.406142	0.47025
0.7	0.886081	0.25136	0.0167068	-0.80746	-0.545225	0.481381	0.263136	-0.460214	0.431792	-0.30358	0.282548	0.0685138	0.540887	-0.73407	0.661541	0.673434	-0.396121	0.464404
0.71	0.883029	0.25417	0.0174007	-0.802016	-0.552556	0.487991	0.269898	-0.464125	0.436406	-0.306767	0.279506	0.0702885	0.548101	-0.732	0.660334	0.678965	-0.386022	0.458513
0.72	0.879946	0.25695	0.0181126	-0.796499	-0.559865	0.494588	0.276715	-0.467934	0.440962	-0.309913	0.276435	0.0720797	0.555296	-0.729893	0.659104	0.684356	-0.375846	0.452577
0.73	0.876831	0.259699	0.0188424	-0.79091	-0.567153	0.501173	0.283585	-0.471642	0.445458	-0.313019	0.273336	0.0738872	0.562469	-0.727748	0.657853	0.689606	-0.365596	0.446598
0.74	0.873686	0.262417	0.0195904	-0.785249	-0.57442	0.507745	0.290507	-0.475246	0.449894	-0.316084	0.27021	0.075711	0.569622	-0.725566	0.65658	0.694716	-0.355273	0.440576
0.75	0.87051	0.265103	0.0203567	-0.779517	-0.581665	0.514304	0.297479	-0.478747	0.454269	-0.319109	0.267056	0.0775508	0.576753	-0.723345	0.655284	0.699684	-0.344878	0.434512
0.76	0.867304	0.267758	0.0211414	-0.773714	-0.588887	0.520851	0.3045	-0.482143	0.458584	-0.322094	0.263875	0.0794064	0.583862	-0.721086	0.653967	0.704512	-0.334413	0.428408
0.77	0.864068	0.27038	0.0219448	-0.76784	-0.596086	0.527384	0.311568	-0.485435	0.462837	-0.325037	0.260667	0.0812776	0.59095	-0.718788	0.652626	0.709197	-0.32388	0.422263
0.78	0.860803	0.272971	0.022767	-0.761895	-0.603262	0.533903	0.318683	-0.488621	0.467029	-0.327939	0.257433	0.0831643	0.598016	-0.716452	0.651263	0.713741	-0.313279	0.416079
0.79	0.857509	0.275529	0.0236082	-0.75588	-0.610415	0.540409	0.325843	-0.4917	0.471159	-0.330801	0.254172	0.0850663	0.605059	-0.714076	0.649878	0.718144	-0.302612	0.409857
0.8	0.854187	0.278054	0.0244684	-0.749794	-0.617544	0.546901	0.333046	-0.494673	0.475226	-0.333621	0.250885	0.0869835	0.612079	-0.711662	0.648469	0.722404	-0.29188	0.403596
0.81	0.850837	0.280546	0.0253479	-0.743638	-0.624648	0.553378	0.34029	-0.497538	0.47923	-0.336399	0.247573	0.0889157	0.619076	-0.709208	0.647038	0.726521	-0.281084	0.397299
0.82	0.847459	0.283006	0.0262468	-0.737413	-0.631728	0.559841	0.347576	-0.500294	0.483172	-0.339136	0.244235	0.0908627	0.626049	-0.706715	0.645584	0.730496	-0.270227	0.390966
0.83	0.844054	0.285431	0.0271652	-0.731118	-0.638782	0.56629	0.3549	-0.502942	0.48705	-0.341832	0.240872	0.0928244	0.632999	-0.704182	0.644106	0.734329	-0.259308	0.384596
0.84	0.840623	0.287823	0.0281033	-0.724753	-0.645811	0.572723	0.362262	-0.50548	0.490863	-0.344486	0.237485	0.0948006	0.639924	-0.701609	0.642605	0.738018	-0.24833	0.378192
0.85	0.837165	0.290181	0.0290613	-0.718319	-0.652814	0.579142	0.36966	-0.507908	0.494613	-0.347097	0.234072	0.0967913	0.646825	-0.698996	0.641081	0.741564	-0.237292	0.371754
0.86	0.833681	0.292504	0.0300392	-0.711816	-0.659791	0.585545	0.377093	-0.510226	0.498298	-0.349667	0.230635	0.0987962	0.653701	-0.696343	0.639533	0.744967	-0.226197	0.365282
0.87	0.830172	0.294793	0.0310372	-0.705245	-0.666741	0.591932	0.384559	-0.512432	0.501919	-0.352195	0.227174	0.100815	0.660552	-0.69365	0.637962	0.748227	-0.215046	0.358777
0.88	0.826637	0.297048	0.0320555	-0.698605	-0.673664	0.598304	0.392057	-0.514527	0.505474	-0.35468	0.223688	0.102848	0.667378	-0.690916	0.636367	0.751343	-0.203838	0.352239
0.89	0.823078	0.299267	0.0330943	-0.691898	-0.680559	0.60466	0.399585	-0.516509	0.508963	-0.357123	0.220179	0.104895	0.674177	-0.688141	0.634749	0.754315	-0.192576	0.34567
0.9	0.819495	0.301451	0.0341535	-0.685122	-0.687427	0.610999	0.407142	-0.518378	0.512387	-0.359523	0.216646	0.106956	0.68095	-0.685325	0.633106	0.757144	-0.181261	0.339069
0.91	0.815888	0.3036	0.0352334	-0.678279	-0.694266	0.617322	0.414727	-0.520134	0.515745	-0.361881	0.21309	0.109031	0.687697	-0.682469	0.63144	0.759828	-0.169892	0.332437
0.92	0.812257	0.305713	0.0363342	-0.671368	-0.701076	0.623628	0.422338	-0.521776	0.519036	-0.364196	0.209511	0.111119	0.694416	-0.679571	0.62975	0.762367	-0.158472	0.325775
0.93	0.808604	0.30779	0.0374558	-0.664391	-0.707857	0.629917	0.429974	-0.523303	0.52226	-0.366467	0.205908	0.11322	0.701108	-0.676632	0.628035	0.764762	-0.147001	0.319084
0.94	0.804928	0.309831	0.0385986	-0.657346	-0.714608	0.636188	0.437633	-0.524715	0.525417	-0.368696	0.202283	0.115335	0.707771	-0.673651	0.626297	0.767012	-0.135479	0.312363
0.95	0.80123	0.311836	0.0397626	-0.650235	-0.72133	0.642442	0.445314	-0.526012	0.528507	-0.370881	0.198634	0.117463	0.714407	-0.670629	0.624534	0.769117	-0.123908	0.305613
0.96	0.797511	0.313804	0.0409479	-0.643058	-0.728021	0.648679	0.453015	-0.527193	0.53153	-0.373023	0.194963	0.119605	0.721014	-0.667566	0.622747	0.771077	-0.112288	0.298835
0.97	0.79377	0.315735	0.0421547	-0.635815	-0.734681	0.654897	0.460735	-0.528258	0.534484	-0.37512	0.19127	0.121759	0.727591	-0.66446	0.620935	0.772891	-0.10062	0.292028
0.98	0.790008	0.317629	0.0433831	-0.628506	-0.74131	0.661097	0.468472	-0.529206	0.53737	-0.377174	0.187554	0.123927	0.734139	-0.661313	0.619099	0.774559	-0.0889046	0.285194
0.99	0.786227	0.319486	0.0446333	-0.621132	-0.747907	0.667279	0.476226	-0.530036	0.540188	-0.379184	0.183817	0.126107	0.740656	-0.658124	0.617239	0.776081	-0.0771425	0.278333
1	0.782425	0.321305	0.0459053	-0.613693	-0.754472	0.673442	0.483994	-0.530748	0.542937	-0.38115	0.180057	0.1283	0.747144	-0.654893	0.615354	0.777456	-0.0653343	0.271445
1.01	0.778604	0.323087	0.0471994	-0.60619	-0.761005	0.679586	0.491774	-0.531343	0.545616	-0.383071	0.176275	0.130506	0.7536	-0.65162	0.613445	0.778684	-0.0534804	0.26453
1.02	0.774764	0.324831	0.0485155	-0.598621	-0.767504	0.685711	0.499567	-0.531818	0.548227	-0.384947	0.172471	0.132725	0.760024	-0.648304	0.611511	0.779765	-0.0415816	0.257589
1.03	0.770905	0.326536	0.0498539	-0.590989	-0.773971	0.691816	0.507369	-0.532174	0.550768	-0.386779	0.168646	0.134956	0.766417	-0.644946	0.609552	0.780698	-0.0296382	0.250622
1.04	0.767028	0.328203	0.0512147	-0.583293	-0.780403	0.697902	0.51518	-0.53241	0.553239	-0.388565	0.164799	0.1372	0.772777	-0.641546	0.607569	0.781483	-0.0176507	0.24363
1.05	0.763134	0.329832	0.0525979	-0.575534	-0.786802	0.703968	0.522998	-0.532527	0.555641	-0.390306	0.160931	0.139457	0.779104	-0.638104	0.605561	0.782119	-0.00561963	0.236611
1.06	0.759222	0.331422	0.0540038	-0.567711	-0.793165	0.710013	0.530822	-0.532523	0.557972	-0.392001	0.157041	0.141726	0.785398	-0.634619	0.603528	0.782606	0.00645468	0.229568
1.07	0.755294	0.332973	0.0554325	-0.559826	-0.799494	0.716038	0.53865	-0.532398	0.560232	-0.39365	0.15313	0.144007	0.791658	-0.631092	0.60147	0.782943	0.0185718	0.2225
1.08	0.751349	0.334485	0.056884	-0.551878	-0.805787	0.722042	0.54648	-0.532151	0.562422	-0.395253	0.149198	0.146301	0.797883	-0.627522	0.599388	0.78313	0.0307314	0.215407
1.09	0.747389	0.335957	0.0583586	-0.543868	-0.812044	0.728026	0.554312	-0.531783	0.56454	-0.39681	0.145244	0.148608	0.804073	-0.62391	0.597281	0.783166	0.0429332	0.208289
1.1	0.743413	0.337389	0.0598562	-0.535797	-0.818265	0.733988	0.562143	-0.531292	0.566587	-0.39832	0.14127	0.150926	0.810228	-0.620256	0.595149	0.78305	0.0551769	0.201147
1.11	0.739423	0.338782	0.0613771	-0.527664	-0.824449	0.739929	0.569973	-0.530679	0.568563	-0.399782	0.137274	0.153257	0.816346	-0.616558	0.592992	0.782782	0.0674622	0.19398
1.12	0.735418	0.340135	0.0629214	-0.51947	-0.830596	0.745848	0.577798	-0.529943	0.570467	-0.401197	0.133257	0.1556	0.822428	-0.612819	0.590811	0.782362	0.0797889	0.18679
1.13	0.731399	0.341447	0.0644892	-0.511216	-0.836705	0.751745	0.585619	-0.529083	0.572299	-0.402565	0.12922	0.157955	0.828473	-0.609037	0.588605	0.781787	0.0921568	0.179575
1.14	0.727367	0.342719	0.0660805	-0.502901	-0.842777	0.75762	0.593434	-0.5281	0.574058	-0.403884	0.125162	0.160322	0.83448	-0.605212	0.586374	0.781058	0.104566	0.172337
1.15	0.723322	0.34395	0.0676957	-0.494526	-0.848809	0.763472	0.60124	-0.526992	0.575745	-0.405155	0.121083	0.162702	0.840448	-0.601346	0.584118	0.780173	0.117016	0.165074
1.16	0.719264	0.345141	0.0693346	-0.486092	-0.854803	0.769302	0.609037	-0.525759	0.57736	-0.406377	0.116983	0.165093	0.846378	-0.597436	0.581838	0.779132	0.129506	0.157788
1.17	0.715194	0.34629	0.0709976	-0.477599	-0.860758	0.775109	0.616822	-0.524402	0.578901	-0.40755	0.112862	0.167497	0.852268	-0.593485	0.579533	0.777933	0.142037	0.150478
1.18	0.711113	0.347398	0.0726846	-0.469047	-0.866673	0.780893	0.624595	-0.522918	0.580369	-0.408673	0.108721	0.169913	0.858118	-0.589492	0.577203	0.776576	0.154609	0.143145
1.19	0.707021	0.348464	0.0743959	-0.460436	-0.872548	0.786653	0.632353	-0.521309	0.581764	-0.409747	0.104559	0.172341	0.863927	-0.585456	0.574849	0.775059	0.167221	0.135787
1.2	0.702918	0.349489	0.0761315	-0.451768	-0.878382	0.792389	0.640095	-0.519574	0.583085	-0.410769	0.100376	0.174781	0.869695	-0.581378	0.572471	0.773382	0.179874	0.128407
1.21	0.698806	0.350472	0.0778915	-0.443043	-0.884175	0.798102	0.64782	-0.517712	0.584332	-0.411741	0.0961727	0.177233	0.875421	-0.577259	0.570068	0.771542	0.192568	0.121002
1.22	0.694684	0.351412	0.0796762	-0.43426	-0.889927	0.803791	0.655526	-0.515722	0.585505	-0.412661	0.0919488	0.179697	0.881105	-0.573097	0.56764	0.769539	0.205302	0.113574
1.23	0.690553	0.352311	0.0814855	-0.425421	-0.895637	0.809455	0.66321	-0.513605	0.586603	-0.413529	0.0877044	0.182172	0.886746	-0.568894	0.565188	0.767372	0.218077	0.106122
1.24	0.686413	0.353166	0.0833196	-0.416525	-0.901305	0.815094	0.670873	-0.511361	0.587627	-0.414345	0.0834394	0.18466	0.892342	-0.56465	0.562712	0.765038	0.230892	0.0986462
1.25	0.682266	0.353979	0.0851787	-0.407574	-0.90693	0.820709	0.678511	-0.508987	0.588576	-0.415108	0.0791539	0.18716	0.897895	-0.560364	0.560212	0.762537	0.243749	0.0911466
1.26	0.678111	0.354749	0.0870629	-0.398567	-0.912512	0.826299	0.686123	-0.506486	0.58945	-0.415817	0.0748478	0.189672	0.903402	-0.556037	0.557688	0.759867	0.256646	0.0836232
1.27	0.67395	0.355476	0.0889722	-0.389506	-0.91805	0.831863	0.693707	-0.503854	0.590248	-0.416472	0.0705212	0.192196	0.908864	-0.551669	0.55514	0.757026	0.269584	0.0760758
1.28	0.669782	0.35616	0.0909069	-0.38039	-0.923545	0.837401	0.701263	-0.501094	0.590971	-0.417073	0.0661741	0.194732	0.91428	-0.54726	0.552568	0.754012	0.282564	0.0685043
1.29	0.665608	0.3568	0.0928669	-0.371221	-0.928995	0.842914	0.708787	-0.498203	0.591618	-0.417618	0.0618064	0.19728	0.919648	-0.542811	0.549973	0.750823	0.295585	0.0609087
1.3	0.66143	0.357396	0.0948525	-0.361998	-0.934401	0.848401	0.716278	-0.495182	0.592189	-0.418107	0.0574183	0.199839	0.92497	-0.538321	0.547354	0.747458	0.308648	0.0532888
1.31	0.657246	0.357948	0.0968637	-0.352721	-0.939762	0.853861	0.723736	-0.49203	0.592684	-0.418539	0.0530096	0.202411	0.930242	-0.533791	0.544711	0.743914	0.321752	0.0456444
1.32	0.653059	0.358456	0.0989007	-0.343393	-0.945077	0.859295	0.731156	-0.488747	0.593102	-0.418914	0.0485805	0.204995	0.935467	-0.529221	0.542046	0.74019	0.334899	0.0379755
1.33	0.648868	0.358919	0.100964	-0.334012	-0.950346	0.864702	0.738539	-0.485332	0.593444	-0.419231	0.0441308	0.20759	0.940641	-0.524611	0.539357	0.736283	0.348088	0.030282
1.34	0.644675	0.359338	0.103053	-0.32458	-0.955569	0.870082	0.745881	-0.481785	0.593708	-0.419489	0.0396607	0.210198	0.945766	-0.519962	0.536645	0.73219	0.36132	0.0225636
1.35	0.640479	0.359713	0.105168	-0.315097	-0.960745	0.875435	0.753182	-0.478105	0.593895	-0.419687	0.03517	0.212817	0.95084	-0.515274	0.53391	0.727909	0.374594	0.0148202
