t	y1	y2	y3
6.93	-6.43866	-7.70089	22.4657
6.94	-6.57246	-7.98546	22.378
6.95	-6.72109	-8.27979	22.3225
6.96	-6.884	-8.58256	22.3011
6.97	-7.06057	-8.89219	22.3154
6.98	-7.25006	-9.20676	22.3671
6.99	-7.4516	-9.52401	22.4579
7	-7.66418	-9.84127	22.5892
7.01	-7.88659	-10.1555	22.762
7.02	-8.11745	-10.4631	22.9773
7.03	-8.35515	-10.7603	23.2353
7.04	-8.59782	-11.0426	23.536
7.05	-8.84336	-11.3054	23.8785
7.06	-9.0894	-11.5438	24.2614
7.07	-9.33331	-11.7525	24.6821
7.08	-9.57223	-11.9263	25.1375
7.09	-9.80307	-12.0603	25.6231
7.1	-10.0226	-12.1496	26.1335
7.11	-10.2273	-12.1902	26.6624
7.12	-10.414	-12.1784	27.2024
7.13	-10.5791	-12.1121	27.7453
7.14	-10.7195	-11.9899	28.2823
7.15	-10.8323	-11.8121	28.8043
7.16	-10.9147	-11.5802	29.3021
7.17	-10.9648	-11.2976	29.7665
7.18	-10.9809	-10.9687	30.1893
7.19	-10.9621	-10.5996	30.563
7.2	-10.9084	-10.1973	30.8813
7.21	-10.8202	-9.76974	31.1394
7.22	-10.6989	-9.32536	31.334
7.23	-10.5463	-8.87269	31.4634
7.24	-10.3651	-8.42012	31.5276
7.25	-10.1584	-7.97552	31.5281
7.26	-9.92976	-7.54604	31.4676
7.27	-9.68298	-7.13784	31.3499
7.28	-9.42208	-6.75607	31.1796
7.29	-9.15113	-6.40471	30.9619
7.3	-8.87411	-6.08667	30.7024
7.31	-8.59489	-5.80381	30.4066
7.32	-8.31706	-5.55707	30.0802
7.33	-8.04394	-5.34658	29.7284
7.34	-7.77852	-5.17181	29.3564
7.35	-7.52341	-5.03171	28.9688
7.36	-7.28087	-4.92488	28.5699
7.37	-7.05278	-4.84964	28.1635
7.38	-6.8407	-4.80421	27.753
7.39	-6.64584	-4.78674	27.3415
7.4	-6.46915	-4.7954	26.9319
7.41	-6.31128	-4.82847	26.5264
7.42	-6.1727	-4.88433	26.1273
7.43	-6.05367	-4.96152	25.7365
7.44	-5.95428	-5.05874	25.356
7.45	-5.87453	-5.17486	24.9872
7.46	-5.8143	-5.30892	24.6318
7.47	-5.77338	-5.46011	24.2913
7.48	-5.75155	-5.62775	23.9672
7.49	-5.74853	-5.81128	23.6609
7.5	-5.764	-6.01024	23.3739
7.51	-5.79767	-6.22424	23.1077
7.52	-5.84921	-6.45292	22.8638
7.53	-5.9183	-6.69592	22.6437
7.54	-6.00463	-6.95287	22.4492
7.55	-6.10784	-7.22331	22.282
7.56	-6.2276	-7.50669	22.1438
7.57	-6.36353	-7.80231	22.0366
7.58	-6.51521	-8.10927	21.9622
7.59	-6.68217	-8.42645	21.9226
7.6	-6.86387	-8.75242	21.9198
7.61	-7.05965	-9.08543	21.9557
7.62	-7.26874	-9.42334	22.0322
7.63	-7.49023	-9.7636	22.1511
7.64	-7.72302	-10.1032	22.314
7.65	-7.96579	-10.4385	22.522
7.66	-8.21701	-10.7657	22.776
7.67	-8.47488	-11.0802	23.0765
7.68	-8.73733	-11.3769	23.4231
7.69	-9.00196	-11.6506	23.8149
7.7	-9.2661	-11.8954	24.2497
7.71	-9.52679	-12.1057	24.7249
7.72	-9.78076	-12.2754	25.2361
7.73	-10.0245	-12.399	25.7782
7.74	-10.2544	-12.4713	26.3448
7.75	-10.4666	-12.4877	26.9282
7.76	-10.6574	-12.4449	27.5197
7.77	-10.8229	-12.3407	28.1097
7.78	-10.9598	-12.1744	28.6883
7.79	-11.0649	-11.947	29.2448
7.8	-11.1354	-11.6612	29.769
7.81	-11.1694	-11.3216	30.251
7.82	-11.1655	-10.9342	30.6819
7.83	-11.1231	-10.5067	31.054
7.84	-11.0425	-10.0477	31.3613
7.85	-10.9247	-9.56665	31.5994
7.86	-10.7716	-9.07322	31.7658
7.87	-10.586	-8.57707	31.86
7.88	-10.371	-8.08738	31.8832
7.89	-10.1306	-7.6125	31.8382
7.9	-9.86887	-7.15971	31.7291
7.91	-9.59028	-6.73508	31.561
7.92	-9.29934	-6.34336	31.3397
7.93	-9.00056	-5.98801	31.0714
7.94	-8.69824	-5.67126	30.7626
7.95	-8.39647	-5.3942	30.4194
7.96	-8.09897	-5.15699	30.048
7.97	-7.80912	-4.959	29.654
7.98	-7.52986	-4.79899	29.2426
7.99	-7.26372	-4.67527	28.8186
8	-7.01281	-4.58587	28.3862
8.01	-6.77884	-4.52866	27.949
8.02	-6.56316	-4.50148	27.5106
8.03	-6.36679	-4.50218	27.0736
8.04	-6.19044	-4.52875	26.6407
8.05	-6.03457	-4.57931	26.2142
8.06	-5.89944	-4.65217	25.7959
8.07	-5.78512	-4.74586	25.3879
8.08	-5.69154	-4.85909	24.9916
8.09	-5.61856	-4.99081	24.6086
8.1	-5.5659	-5.14011	24.2404
8.11	-5.53329	-5.30631	23.8884
8.12	-5.52039	-5.48884	23.554
8.13	-5.52686	-5.68727	23.2387
8.14	-5.55236	-5.9013	22.9438
8.15	-5.59654	-6.13065	22.6708
8.16	-5.65907	-6.37511	22.4214
8.17	-5.73964	-6.63446	22.1971
8.18	-5.83794	-6.90845	21.9998
8.19	-5.95364	-7.19675	21.8311
8.2	-6.08645	-7.49889	21.693
8.21	-6.23601	-7.81427	21.5876
8.22	-6.40197	-8.14204	21.517
8.23	-6.58387	-8.48109	21.4833
8.24	-6.78122	-8.82998	21.4887
8.25	-6.9934	-9.1869	21.5355
8.26	-7.21965	-9.54959	21.6258
8.27	-7.45905	-9.91529	21.7617
8.28	-7.71049	-10.2807	21.9449
8.29	-7.9726	-10.642	22.1771
8.3	-8.24378	-10.9948	22.4593
8.31	-8.52211	-11.3339	22.7921
8.32	-8.80534	-11.6538	23.1753
8.33	-9.09088	-11.9484	23.6079
8.34	-9.37579	-12.2112	24.0878
8.35	-9.6568	-12.4355	24.6117
8.36	-9.93027	-12.6146	25.1752
8.37	-10.1923	-12.7421	25.7722
8.38	-10.4388	-12.8121	26.3954
8.39	-10.6655	-12.8194	27.0362
8.4	-10.8682	-12.7602	27.6845
8.41	-11.0426	-12.6323	28.3295
8.42	-11.1849	-12.435	28.9595
8.43	-11.2915	-12.1698	29.5627
8.44	-11.3597	-11.8402	30.1273
8.45	-11.387	-11.4518	30.6424
8.46	-11.3723	-11.0122	31.0981
8.47	-11.315	-10.5302	31.486
8.48	-11.2157	-10.0162	31.8
8.49	-11.0758	-9.48121	32.0358
8.5	-10.8977	-8.93633	32.1914
8.51	-10.6847	-8.39249	32.267
8.52	-10.4407	-7.85987	32.265
8.53	-10.1701	-7.34753	32.1891
8.54	-9.87783	-6.86318	32.0447
8.55	-9.56888	-6.41302	31.8381
8.56	-9.24834	-6.00168	31.5763
8.57	-8.92117	-5.63228	31.2666
8.58	-8.59208	-5.30656	30.9161
8.59	-8.26546	-5.02503	30.5319
8.6	-7.94524	-4.7872	30.1205
8.61	-7.63493	-4.59178	29.6881
8.62	-7.33753	-4.4369	29.2401
8.63	-7.05557	-4.32026	28.7813
8.64	-6.79108	-4.23939	28.316
8.65	-6.5457	-4.19169	27.848
8.66	-6.32062	-4.17461	27.3805
8.67	-6.11673	-4.18572	26.9163
8.68	-5.93456	-4.22275	26.4578
8.69	-5.77443	-4.28367	26.0071
8.7	-5.63641	-4.36668	25.5661
8.71	-5.52043	-4.47024	25.1364
8.72	-5.42628	-4.59305	24.7195
8.73	-5.35367	-4.73408	24.3169
8.74	-5.30224	-4.89249	23.9299
8.75	-5.27159	-5.06766	23.5599
8.76	-5.26132	-5.25914	23.2081
8.77	-5.27102	-5.46663	22.876
8.78	-5.30031	-5.68994	22.5649
8.79	-5.34883	-5.92897	22.2762
8.8	-5.41623	-6.18366	22.0116
8.81	-5.50222	-6.45397	21.7727
8.82	-5.60649	-6.73983	21.5612
8.83	-5.7288	-7.04109	21.3791
8.84	-5.86886	-7.35748	21.2284
8.85	-6.02643	-7.68859	21.1113
8.86	-6.20119	-8.03374	21.03
8.87	-6.39281	-8.39199	20.9869
8.88	-6.60087	-8.76208	20.9845
8.89	-6.82486	-9.14228	21.0253
8.9	-7.06412	-9.53045	21.1119
8.91	-7.31782	-9.92384	21.2466
8.92	-7.58494	-10.3192	21.4319
8.93	-7.86419	-10.7124	21.6696
8.94	-8.154	-11.0989	21.9615
8.95	-8.45248	-11.4733	22.3086
8.96	-8.75734	-11.8294	22.7112
8.97	-9.06594	-12.1607	23.1688
8.98	-9.37519	-12.4597	23.6797
8.99	-9.68161	-12.7189	24.2409
9	-9.98129	-12.9306	24.8479
9.01	-10.27	-13.0871	25.4947
9.02	-10.5431	-13.1812	26.1734
9.03	-10.796	-13.2067	26.8748
9.04	-11.0237	-13.1586	27.5878
9.05	-11.2214	-13.0336	28.3003
9.06	-11.3847	-12.8305	28.9991
9.07	-11.5093	-12.5503	29.6705
9.08	-11.5918	-12.1966	30.3011
9.09	-11.6295	-11.7753	30.878
9.1	-11.6205	-11.2948	31.3895
9.11	-11.5643	-10.7653	31.826
9.12	-11.4611	-10.1987	32.1799
9.13	-11.3125	-9.60757	32.4463
9.14	-11.1211	-9.0049	32.6228
9.15	-10.8906	-8.40336	32.7098
9.16	-10.6253	-7.81472	32.7099
9.17	-10.3303	-7.24941	32.6278
9.18	-10.011	-6.71623	32.4698
9.19	-9.67323	-6.22214	32.2434
9.2	-9.32269	-5.77222	31.9567
9.21	-8.96496	-5.36976	31.6181
9.22	-8.60535	-5.0164	31.236
9.23	-8.24872	-4.71237	30.8181
9.24	-7.89945	-4.45675	30.3721
9.25	-7.56136	-4.24774	29.9045
9.26	-7.23771	-4.08288	29.4214
9.27	-6.9312	-3.95933	28.928
9.28	-6.64397	-3.87401	28.4289
9.29	-6.37768	-3.82383	27.9278
9.3	-6.13353	-3.80576	27.4281
9.31	-5.91234	-3.81696	26.9327
9.32	-5.71456	-3.85481	26.4438
9.33	-5.54041	-3.917	25.9635
9.34	-5.38984	-4.0015	25.4937
9.35	-5.26265	-4.10662	25.0357
9.36	-5.15851	-4.23095	24.5911
9.37	-5.07699	-4.37338	24.1611
9.38	-5.01762	-4.53304	23.747
9.39	-4.97991	-4.70935	23.3499
9.4	-4.96335	-4.9019	22.9711
9.41	-4.96746	-5.11047	22.6118
9.42	-4.9918	-5.335	22.2733
9.43	-5.03597	-5.57553	21.957
9.44	-5.0996	-5.83219	21.6643
9.45	-5.18239	-6.10513	21.397
9.46	-5.28407	-6.39453	21.1566
9.47	-5.40441	-6.70049	20.945
9.48	-5.54323	-7.02306	20.7644
9.49	-5.70032	-7.36213	20.617
9.5	-5.87552	-7.71739	20.505
9.51	-6.06862	-8.08829	20.4311
9.52	-6.27936	-8.47392	20.398
9.53	-6.50741	-8.87302	20.4084
9.54	-6.75231	-9.28382	20.4653
9.55	-7.01348	-9.704	20.5716
9.56	-7.29012	-10.1306	20.7303
9.57	-7.58119	-10.56	20.944
9.58	-7.88538	-10.9877	21.2152
9.59	-8.20103	-11.4083	21.5459
9.6	-8.52609	-11.8159	21.9376
9.61	-8.85809	-12.2033	22.3908
9.62	-9.19408	-12.5628	22.905
9.63	-9.53061	-12.886	23.4784
9.64	-9.86376	-13.164	24.1077
9.65	-10.1891	-13.3876	24.7876
9.66	-10.5018	-13.548	25.5111
9.67	-10.7965	-13.6368	26.2692
9.68	-11.068	-13.6468	27.0507
9.69	-11.3105	-13.5724	27.8427
9.7	-11.5186	-13.4101	28.6309
9.71	-11.6871	-13.159	29.3998
9.72	-11.8115	-12.8209	30.1334
9.73	-11.8879	-12.4007	30.8163
9.74	-11.9133	-11.9064	31.4337
9.75	-11.8861	-11.3484	31.9728
9.76	-11.8058	-10.7396	32.4232
9.77	-11.6734	-10.0942	32.7773
9.78	-11.491	-9.42745	33.0308
9.79	-11.262	-8.75447	33.1824
9.8	-10.9911	-8.0897	33.234
9.81	-10.6837	-7.44619	33.1901
9.82	-10.3457	-6.83517	33.0575
9.83	-9.98375	-6.26566	32.8444
9.84	-9.60431	-5.74443	32.5601
9.85	-9.2139	-5.27598	32.2145
9.86	-8.81873	-4.86275	31.8175
9.87	-8.42454	-4.50536	31.3783
9.88	-8.03652	-4.20292	30.9059
9.89	-7.65923	-3.9534	30.408
9.9	-7.29654	-3.75391	29.8919
9.91	-6.95166	-3.60103	29.3635
9.92	-6.62716	-3.49106	28.8281
9.93	-6.325	-3.4202	28.2901
9.94	-6.04659	-3.38476	27.7531
9.95	-5.79287	-3.38125	27.2201
9.96	-5.56438	-3.40647	26.6938
9.97	-5.36131	-3.45759	26.1762
9.98	-5.18357	-3.53212	25.669
9.99	-5.03089	-3.62796	25.1738
10	-4.90282	-3.74341	24.6919
