t	y1	y2
0	0	1
0.001	0.00099925	0.9985
0.002	0.001997	0.997001
0.003	0.00299325	0.995503
0.004	0.00398801	0.994005
0.005	0.00498126	0.992507
0.006	0.00597302	0.991011
0.007	0.00696328	0.989514
0.008	0.00795205	0.988019
0.009	0.00893932	0.986524
0.01	0.0099251	0.985029
0.011	0.0109094	0.983535
0.012	0.0118922	0.982042
0.013	0.0128735	0.98055
0.014	0.0138533	0.979057
0.015	0.0148316	0.977566
0.016	0.0158084	0.976075
0.017	0.0167837	0.974585
0.018	0.0177576	0.973095
0.019	0.0187299	0.971606
0.02	0.0197008	0.970117
0.021	0.0206702	0.96863
0.022	0.021638	0.967142
0.023	0.0226044	0.965656
0.024	0.0235694	0.964169
0.025	0.0245328	0.962684
0.026	0.0254947	0.961199
0.027	0.0264552	0.959715
0.028	0.0274142	0.958231
0.029	0.0283716	0.956748
0.03	0.0293276	0.955265
0.031	0.0302822	0.953783
0.032	0.0312352	0.952302
0.033	0.0321868	0.950821
0.034	0.0331369	0.949341
0.035	0.0340855	0.947862
0.036	0.0350326	0.946383
0.037	0.0359782	0.944905
0.038	0.0369224	0.943427
0.039	0.0378651	0.94195
0.04	0.0388063	0.940473
0.041	0.039746	0.938997
0.042	0.0406843	0.937522
0.043	0.0416211	0.936048
0.044	0.0425564	0.934573
0.045	0.0434902	0.9331
0.046	0.0444226	0.931627
0.047	0.0453535	0.930155
0.048	0.0462829	0.928683
0.049	0.0472108	0.927212
0.05	0.0481373	0.925742
0.051	0.0490623	0.924272
0.052	0.0499859	0.922803
0.053	0.0509079	0.921335
0.054	0.0518285	0.919867
0.055	0.0527477	0.918399
0.056	0.0536653	0.916933
0.057	0.0545815	0.915467
0.058	0.0554963	0.914001
0.059	0.0564095	0.912537
0.06	0.0573213	0.911072
0.061	0.0582317	0.909609
0.062	0.0591406	0.908146
0.063	0.060048	0.906683
0.064	0.0609539	0.905222
0.065	0.0618584	0.903761
0.066	0.0627614	0.9023
0.067	0.063663	0.90084
0.068	0.0645631	0.899381
0.069	0.0654618	0.897923
0.07	0.066359	0.896465
0.071	0.0672547	0.895007
0.072	0.068149	0.89355
0.073	0.0690418	0.892094
0.074	0.0699332	0.890639
0.075	0.0708231	0.889184
0.076	0.0717115	0.88773
0.077	0.0725985	0.886276
0.078	0.0734841	0.884823
0.079	0.0743682	0.883371
0.08	0.0752508	0.881919
0.081	0.076132	0.880468
0.082	0.0770118	0.879018
0.083	0.0778901	0.877568
0.084	0.0787669	0.876119
0.085	0.0796423	0.87467
0.086	0.0805162	0.873223
0.087	0.0813887	0.871775
0.088	0.0822598	0.870329
0.089	0.0831294	0.868883
0.09	0.0839976	0.867437
0.091	0.0848643	0.865993
0.092	0.0857296	0.864549
0.093	0.0865934	0.863105
0.094	0.0874558	0.861662
0.095	0.0883167	0.86022
0.096	0.0891762	0.858779
0.097	0.0900343	0.857338
0.098	0.0908909	0.855898
0.099	0.0917461	0.854458
0.1	0.0925998	0.853019
0.101	0.0934521	0.851581
0.102	0.094303	0.850143
0.103	0.0951524	0.848706
0.104	0.0960004	0.84727
0.105	0.0968469	0.845834
0.106	0.097692	0.844399
0.107	0.0985357	0.842965
0.108	0.099378	0.841531
0.109	0.100219	0.840098
0.11	0.101058	0.838665
0.111	0.101896	0.837233
0.112	0.102733	0.835802
0.113	0.103568	0.834372
0.114	0.104401	0.832942
0.115	0.105234	0.831513
0.116	0.106064	0.830084
0.117	0.106894	0.828656
0.118	0.107722	0.827229
0.119	0.108548	0.825802
0.12	0.109373	0.824376
0.121	0.110197	0.822951
0.122	0.111019	0.821526
0.123	0.11184	0.820102
0.124	0.112659	0.818679
0.125	0.113477	0.817256
0.126	0.114294	0.815834
0.127	0.115109	0.814413
0.128	0.115923	0.812992
0.129	0.116735	0.811572
0.13	0.117546	0.810153
0.131	0.118355	0.808734
0.132	0.119163	0.807316
0.133	0.11997	0.805899
0.134	0.120775	0.804482
0.135	0.121579	0.803066
0.136	0.122381	0.80165
0.137	0.123182	0.800236
0.138	0.123982	0.798821
0.139	0.12478	0.797408
0.14	0.125577	0.795995
0.141	0.126372	0.794583
0.142	0.127166	0.793172
0.143	0.127958	0.791761
0.144	0.128749	0.790351
0.145	0.129539	0.788941
0.146	0.130327	0.787533
0.147	0.131114	0.786125
0.148	0.131899	0.784717
0.149	0.132683	0.78331
0.15	0.133466	0.781904
0.151	0.134247	0.780499
0.152	0.135027	0.779094
0.153	0.135805	0.77769
0.154	0.136582	0.776287
0.155	0.137358	0.774884
0.156	0.138132	0.773482
0.157	0.138905	0.77208
0.158	0.139676	0.77068
0.159	0.140446	0.76928
0.16	0.141215	0.76788
0.161	0.141982	0.766482
0.162	0.142748	0.765084
0.163	0.143512	0.763686
0.164	0.144275	0.76229
0.165	0.145037	0.760894
0.166	0.145797	0.759498
0.167	0.146556	0.758104
0.168	0.147313	0.75671
0.169	0.148069	0.755316
0.17	0.148824	0.753924
0.171	0.149577	0.752532
0.172	0.150329	0.751141
0.173	0.151079	0.74975
0.174	0.151828	0.74836
0.175	0.152576	0.746971
0.176	0.153322	0.745583
0.177	0.154067	0.744195
0.178	0.154811	0.742808
0.179	0.155553	0.741421
0.18	0.156294	0.740035
0.181	0.157033	0.73865
0.182	0.157771	0.737266
0.183	0.158507	0.735882
0.184	0.159243	0.734499
0.185	0.159976	0.733117
0.186	0.160709	0.731735
0.187	0.16144	0.730354
0.188	0.16217	0.728974
0.189	0.162898	0.727594
0.19	0.163625	0.726215
0.191	0.16435	0.724837
0.192	0.165074	0.72346
0.193	0.165797	0.722083
0.194	0.166519	0.720707
0.195	0.167239	0.719331
0.196	0.167957	0.717957
0.197	0.168675	0.716583
0.198	0.16939	0.715209
0.199	0.170105	0.713837
0.2	0.170818	0.712465
0.201	0.17153	0.711093
0.202	0.17224	0.709723
0.203	0.172949	0.708353
