0	12.05	12.05
0.25	16.5068	16.5068
0.5	21.0107	21.0107
0.75	25.5616	25.5616
1	30.1596	30.1596
1.25	34.8047	34.8047
1.5	39.4969	39.4969
1.75	44.2361	44.2361
2	49.0224	49.0224
2.25	53.8558	53.8558
2.5	58.7363	58.7363
2.75	63.6638	63.6638
3	68.6384	68.6384
3.25	73.6601	73.6601
3.5	78.7289	78.7289
3.75	83.8447	83.8447
4	89.0076	89.0076
4.25	94.2176	94.2176
4.5	99.4747	99.4747
4.75	104.779	104.779
5	110.13	110.13
5.25	115.528	115.528
5.5	120.974	120.974
5.75	126.466	126.466
6	132.006	132.006
6.25	137.592	137.592
6.5	143.226	143.226
6.75	148.907	148.907
7	154.634	154.634
7.25	160.409	160.409
7.5	166.231	166.231
7.75	172.1	172.1
8	178.016	178.016
8.25	183.98	183.98
8.5	189.99	189.99
8.75	196.047	196.047
9	202.152	202.152
9.25	208.303	208.303
9.5	214.502	214.502
9.75	220.747	220.747
10	227.04	227.04
10.25	233.38	233.38
10.5	239.767	239.767
10.75	246.201	246.201
11	252.682	252.682
11.25	259.21	259.21
11.5	265.785	265.785
11.75	272.407	272.407
12	279.076	279.076
12.25	285.793	285.793
12.5	292.556	292.556
12.75	299.367	299.367
13	306.224	306.224
13.25	313.129	313.129
13.5	320.081	320.081
13.75	327.08	327.08
14	334.126	334.126
14.25	341.219	341.219
14.5	348.359	348.359
14.75	355.546	355.546
15	362.78	362.78
15.25	370.061	370.061
15.5	377.39	377.39
15.75	384.765	384.765
16	392.188	392.188
16.25	399.657	399.657
16.5	407.174	407.174
16.75	414.738	414.738
17	422.348	422.348
17.25	430.006	430.006
17.5	437.711	437.711
17.75	445.463	445.463
18	453.262	453.262
18.25	461.109	461.109
18.5	469.002	469.002
18.75	476.942	476.942
19	484.93	484.93
19.25	492.964	492.964
19.5	501.046	501.046
19.75	509.174	509.174
20	517.35	517.35
20.25	525.573	525.573
20.5	533.843	533.843
20.75	542.16	542.16
21	550.524	550.524
21.25	558.935	558.935
21.5	567.393	567.393
21.75	575.898	575.898
22	584.45	584.45
22.25	593.05	593.05
22.5	601.696	601.696
22.75	610.39	610.39
23	619.13	619.13
23.25	627.918	627.918
23.5	636.753	636.753
23.75	645.635	645.635
24	654.564	654.564
24.25	663.54	663.54
24.5	672.563	672.563
24.75	681.633	681.633
25	690.75	690.75
25.25	699.914	699.914
25.5	709.126	709.126
25.75	718.384	718.384
26	727.69	727.69
26.25	737.042	737.042
26.5	746.442	746.442
26.75	755.889	755.889
27	765.382	765.382
27.25	774.923	774.923
27.5	784.511	784.511
27.75	794.146	794.146
28	803.828	803.828
28.25	813.558	813.558
28.5	823.334	823.334
28.75	833.157	833.157
29	843.028	843.028
29.25	852.945	852.945
29.5	862.91	862.91
29.75	872.921	872.921
30	882.98	882.98
